concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name
bed,0.6,60.0,600.0,23.62204724409449,1.9685039370078736,2.0,200.0,2000.0,78.74015748031496,6.561679790026246,25.0,77.0,298.15,800.0,727.2727272727273,615.3846153846154,70.0,70000.0,154.32370941286442,2469.1793506058307,1.5,150.0,1500.0,59.05511811023622,4.921259842519684,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'metal', 'wood']",['rectangle'],['striped'],"['bedroom', 'hospital', 'hotel']","['comfortable', 'inviting', 'private', 'relaxing', 'stationary']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,1.8,180.0,1800.0,70.86614173228347,5.905511811023622,,,,500.0,454.5454545454545,384.6153846153846,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.952755905511811,[],"['black', 'grey', 'red', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",['marbled'],"['kitchen', 'patio']","['durable', 'resistant', 'sturdy', 'water-resistant']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.460629921259842,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,,,,300.0,272.7272727272727,230.76923076923075,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['cafeteria', 'kitchen', 'restaurant']","['durable', 'stable', 'sturdy']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.460629921259842,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,,,,300.0,272.7272727272727,230.76923076923075,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['kitchen', 'restaurant']","['durable', 'stable', 'sturdy']",MTurk
toilet,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,22.0,71.6,295.15,250.0,227.27272727272725,192.3076923076923,30.0,30000.0,66.13873260551333,1058.2197216882132,0.36,36.0,360.0,14.173228346456694,1.1811023622047243,[],"['grey', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
toilet,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,20.0,68.0,293.15,250.0,227.27272727272725,192.3076923076923,30.0,30000.0,66.13873260551333,1058.2197216882132,0.38,38.0,380.0,14.960629921259843,1.246719160104987,[],"['black', 'white']","['ceramic', 'plastic']","['cylindrical', 'oval']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
toilet,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,22.0,71.6,295.15,200.0,181.8181818181818,153.84615384615384,35.0,35000.0,77.16185470643221,1234.5896753029153,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,[],"['grey', 'white']","['ceramic', 'metal', 'plastic', 'rubber']","['bowl', 'cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
TV,0.55,55.0,550.0,21.653543307086615,1.804461942257218,0.9,90.0,900.0,35.43307086614173,2.952755905511811,40.0,104.0,313.15,400.0,363.6363636363636,307.6923076923077,10.0,10000.0,22.046244201837773,352.73990722940437,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],"['bedroom', 'hotel', 'kitchen', 'office']","['durable', 'fragile']",MTurk
TV,,,,,,,,,,,,,,,,,,,,,,,,,,[],['silver'],['metal'],['square'],[],[],['durable'],MTurk
TV,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,1.4000000000000001,140.0,1400.0,55.118110236220474,4.593175853018373,35.0,95.0,308.15,700.0,636.3636363636364,538.4615384615385,15.0,15000.0,33.06936630275666,529.1098608441066,1.25,125.0,1250.0,49.21259842519685,4.101049868766404,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],['grid'],"['bar', 'bedroom', 'hotel', 'office']","['entertaining', 'fragile', 'interactive']",MTurk
laptop,0.0127,1.27,12.7,0.5,0.041666666666666664,0.3,30.0,300.0,11.811023622047244,0.984251968503937,40.0,104.0,313.15,500.0,454.5454545454545,384.6153846153846,1.360776,1360.7759999999998,3.0,48.0,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],['black'],['plastic'],['rectangle'],[],['office'],['fragile'],MTurk
laptop,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.33,33.0,330.0,12.992125984251969,1.0826771653543308,35.0,95.0,308.15,800.0,727.2727272727273,615.3846153846154,1.5,1500.0,3.306936630275666,52.91098608441066,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,[],"['black', 'blue', 'grey', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],"['library', 'office']","['durable', 'fragile', 'heat-resistant', 'portable']",MTurk
laptop,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.35000000000000003,35.0,350.0,13.779527559055119,1.1482939632545932,35.0,95.0,308.15,800.0,727.2727272727273,615.3846153846154,1.8,1800.0,3.9683239563307997,63.493183301292795,0.24,24.0,240.0,9.448818897637796,0.7874015748031495,[],"['black', 'blue', 'grey', 'or', 'silver', 'white']","['glass', 'plastic', 'rubber']","['clamshell design', 'rectangle']",[],['office'],"['efficient', 'fragile', 'portable', 'quiet', 'versatile']",MTurk
mouse,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,22.0,71.6,295.15,20.0,18.18181818181818,15.384615384615383,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,[],['black'],['plastic'],['rectangle'],[],['office'],['lightweight'],MTurk
mouse,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,0.11,11.0,110.0,4.330708661417323,0.36089238845144356,30.0,86.0,303.15,25.0,22.727272727272727,19.23076923076923,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,[],"['black', 'blue', 'grey', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",[],['office'],"['durable', 'lightweight', 'portable']",MTurk
mouse,0.07619999999999999,7.62,76.19999999999999,3.0,0.25,0.11,11.0,110.0,4.330708661417323,0.36089238845144356,,,,20.0,18.18181818181818,15.384615384615383,0.1,100.0,0.22046244201837775,3.527399072294044,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,[],"['black', 'blue', 'grey', 'or', 'red', 'silver', 'white']","['glass', 'metal', 'plastic', 'rubber']","['cylindrical', 'rectangle']",[],['office'],"['durable', 'lightweight']",MTurk
remote,0.0025,0.25,2.5,0.09842519685039369,0.008202099737532808,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,15.0,13.636363636363637,11.538461538461537,0.12,120.0,0.2645549304220533,4.232878886752853,0.045,4.5,45.0,1.7716535433070868,0.14763779527559054,[],"['black', 'blue', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",[],"['bedroom', 'hotel', 'office']","['durable', 'resistant']",MTurk
remote,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,25.0,77.0,298.15,20.0,18.18181818181818,15.384615384615383,0.15,150.0,0.3306936630275666,5.291098608441065,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,[],"['black', 'blue', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",['grid'],"['bedroom', 'garage']","['lightweight', 'portable', 'utilitarian']",MTurk
remote,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,25.0,77.0,298.15,20.0,18.18181818181818,15.384615384615383,0.15,150.0,0.3306936630275666,5.291098608441065,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,[],"['black', 'grey', 'silver']","['metal', 'plastic', 'rubber']","['oval', 'rectangle']",['grid'],[],"['lightweight', 'portable']",MTurk
keyboard,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,25.0,77.0,298.15,75.0,68.18181818181817,57.692307692307686,0.8,800.0,1.763699536147022,28.219192578352352,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber', 'wood']",['rectangle'],[],[],"['durable', 'quiet']",MTurk
keyboard,0.03,3.0,30.0,1.1811023622047243,0.09842519685039369,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,,,,70.0,63.63636363636363,53.84615384615384,0.7,700.0,1.5432370941286442,24.691793506058307,0.15,15.0,150.0,5.905511811023622,0.4921259842519684,[],"['black', 'grey', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],[],[],"['durable', 'functional']",MTurk
keyboard,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,25.0,77.0,298.15,40.0,36.36363636363636,30.769230769230766,0.8,800.0,1.763699536147022,28.219192578352352,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'grey', 'silver', 'white']","['metal', 'plastic', 'rubber']",['rectangle'],[],"['bedroom', 'office']","['durable', 'fragile', 'water-resistant']",MTurk
cell phone,0.008,0.8,8.0,0.3149606299212599,0.026246719160104987,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,35.0,95.0,308.15,700.0,636.3636363636364,538.4615384615385,0.18,180.0,0.39683239563308,6.34931833012928,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,[],"['black', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],['bedroom'],"['fragile', 'portable']",MTurk
cell phone,0.008,0.8,8.0,0.3149606299212599,0.026246719160104987,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,30.0,86.0,303.15,500.0,454.5454545454545,384.6153846153846,0.18,180.0,0.3968323956330799,6.349318330129279,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,[],"['black', 'blue', 'green', 'grey', 'or', 'red', 'silver', 'white']","['ceramic', 'glass', 'plastic']",['rectangle'],[],['office'],"['durable', 'fragile', 'interactive', 'personal', 'portable', 'powerful']",MTurk
cell phone,0.008,0.8,8.0,0.3149606299212599,0.026246719160104987,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,30.0,86.0,303.15,500.0,454.5454545454545,384.6153846153846,0.18,180.0,0.3968323956330799,6.349318330129279,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,[],"['black', 'blue', 'or', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],[],"['fragile', 'portable']",MTurk
microwave,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,60.0,140.0,333.15,100.0,90.9090909090909,76.92307692307692,15.0,15000.0,33.06936630275666,529.1098608441066,0.3,30.0,300.0,11.811023622047244,0.984251968503937,[],"['black', 'red', 'silver', 'white']","['glass', 'metal', 'plastic']",[],[],[],"['durable', 'heat-resistant', 'tough']",MTurk
microwave,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.55,55.0,550.0,21.653543307086615,1.804461942257218,40.0,104.0,313.15,200.0,181.8181818181818,153.84615384615384,15.0,15000.0,33.06936630275666,529.1098608441066,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,[],"['black', 'blue', 'red', 'silver', 'white']","['metal', 'plastic']","['cylindrical', 'rectangle']",[],"['garage', 'kitchen', 'office']","['durable', 'fragile', 'heat-resistant']",MTurk
microwave,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,100.0,212.0,373.15,150.0,136.36363636363635,115.38461538461537,15.0,15000.0,33.06936630275666,529.1098608441066,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,['perforated'],"['black', 'silver', 'white']","['glass', 'plastic']",['rectangle'],[],['kitchen'],"['noisy', 'stationary']",MTurk
oven,0.9,90.0,900.0,35.43307086614173,2.952755905511811,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,200.0,392.0,473.15,1000.0,909.090909090909,769.2307692307692,70.0,70000.0,154.32370941286442,2469.1793506058307,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,[],"['black', 'blue', 'grey', 'or', 'silver', 'white']","['ceramic', 'glass', 'plastic']","['rectangle', 'square']",[],"['bakery', 'kitchen', 'restaurant']","['functional', 'reliable', 'sturdy']",MTurk
oven,0.6,60.0,600.0,23.62204724409449,1.968503937007874,0.6,60.0,600.0,23.62204724409449,1.968503937007874,180.0,356.0,453.15,800.0,727.2727272727273,615.3846153846154,60.0,60000.0,132.27746521102665,2116.4394433764264,0.76,76.0,760.0,29.921259842519685,2.493438320209974,[],"['black', 'red', 'silver', 'white']","['glass', 'metal', 'plastic']","['plate', 'rectangle', 'square']",[],"['bakery', 'kitchen', 'restaurant']","['durable', 'energy-consuming', 'heat-resistant']",MTurk
oven,0.9,90.0,900.0,35.43307086614173,2.952755905511811,0.6,60.0,600.0,23.62204724409449,1.968503937007874,,,,600.0,545.4545454545454,461.5384615384615,45.0,45000.0,99.20809890826999,1587.3295825323198,0.06,6.0,60.0,2.3622047244094486,0.19685039370078738,[],"['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],['kitchen'],"['durable', 'heat-resistant']",MTurk
toaster,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.3,30.0,300.0,11.811023622047244,0.984251968503937,,,,,,,2.5,2500.0,5.511561050459443,88.18497680735109,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,[],['silver'],['metal'],['rectangle'],[],['kitchen'],[],MTurk
toaster,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,80.0,176.0,353.15,40.0,36.36363636363636,30.769230769230766,1.5,1500.0,3.306936630275666,52.91098608441066,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'red', 'silver', 'white']",['plastic'],['rectangle'],['grid'],"['kitchen', 'pantry']","['reliable', 'stationary', 'utilitarian']",MTurk
toaster,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,80.0,176.0,353.15,40.0,36.36363636363636,30.769230769230766,1.5,1500.0,3.306936630275666,52.91098608441066,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'red', 'silver', 'white']",['plastic'],['rectangle'],['grid'],"['kitchen', 'pantry']","['reliable', 'stationary', 'utilitarian']",MTurk
sink,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.6,60.0,600.0,23.62204724409449,1.968503937007874,,,,250.0,227.27272727272725,192.3076923076923,15.0,15000.0,33.06936630275666,529.1098608441066,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,[],"['black', 'silver', 'white']",['ceramic'],"['oval', 'rectangle', 'round']",[],"['bathroom', 'kitchen']","['durable', 'water-resistant']",MTurk
sink,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.6,60.0,600.0,23.62204724409449,1.968503937007874,20.0,68.0,293.15,200.0,181.8181818181818,153.84615384615384,15.0,15000.0,33.06936630275666,529.1098608441066,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,['porous'],"['black', 'grey', 'white']","['ceramic', 'plastic', 'quartz', 'stone']","['oval', 'rectangle', 'round', 'square']",[],"['bathroom', 'kitchen']","['durable', 'functional', 'stationary', 'water-resistant']",MTurk
sink,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.6,60.0,600.0,23.62204724409449,1.968503937007874,20.0,68.0,293.15,200.0,181.8181818181818,153.84615384615384,15.0,15000.0,33.06936630275666,529.1098608441066,0.45,45.0,450.0,17.716535433070867,1.4763779527559056,['porous'],"['black', 'grey', 'white']","['ceramic', 'plastic', 'quartz', 'stone']","['oval', 'rectangle', 'round', 'square']",[],"['bathroom', 'kitchen']","['durable', 'functional', 'stationary', 'water-resistant']",MTurk
refrigerator,1.8288000000000002,182.88,1828.8000000000002,72.00000000000001,6.0,1.8288000000000002,182.88,1828.8000000000002,72.00000000000001,6.0,6.0,42.8,279.15,50.0,45.45454545454545,38.46153846153846,20.0,20000.0,44.092488403675546,705.4798144588087,0.6096,60.96,609.6,24.000000000000004,2.0,[],"['blue', 'grey', 'red']",['metal'],['rectangle'],[],['kitchen'],['durable'],MTurk
refrigerator,1.8,180.0,1800.0,70.86614173228347,5.905511811023622,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,4.0,39.2,277.15,1000.0,909.090909090909,769.2307692307692,75.0,75000.0,165.34683151378331,2645.549304220533,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,[],"['black', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],"['garage', 'kitchen']","['durable', 'insulating']",MTurk
refrigerator,1.7,170.0,1700.0,66.92913385826772,5.57742782152231,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,4.0,39.2,277.15,800.0,727.2727272727273,615.3846153846154,85.0,85000.0,187.39307571562108,2998.2892114499373,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic', 'rubber']",['rectangle'],[],"['garage', 'hotel', 'kitchen', 'pantry']","['durable', 'energy-consuming']",MTurk
book,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.21,21.0,210.0,8.267716535433072,0.6889763779527559,,,,15.0,13.636363636363637,11.538461538461537,0.5,500.0,1.1023122100918887,17.63699536147022,,,,,,[],"['black', 'blue', 'green', 'red', 'silver', 'white']","['cardboard', 'leather', 'paper', 'plastic']","['rectangle', 'square']",['striped'],"['bedroom', 'bookstore', 'classroom', 'library', 'office']","['durable', 'fragile']",MTurk
book,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.23,23.0,230.0,9.05511811023622,0.7545931758530183,25.0,77.0,298.15,20.0,18.18181818181818,15.384615384615383,0.5,500.0,1.1023122100918887,17.63699536147022,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'blue', 'green', 'red', 'seal brown', 'white', 'yellow']","['cardboard', 'fabric', 'paper', 'plastic']","['rectangle', 'square']",[],"['bookstore', 'library']","['educational', 'entertaining', 'fragile', 'portable']",MTurk
book,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,0.21,21.0,210.0,8.267716535433072,0.6889763779527559,,,,15.0,13.636363636363637,11.538461538461537,0.5,500.0,1.1023122100918887,17.63699536147022,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'blue', 'green', 'red', 'white']","['cardboard', 'cloth', 'leather', 'paper']","['rectangle', 'square']",[],"['bookstore', 'library', 'office']",['fragile'],MTurk
clock,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,25.0,22.727272727272727,19.23076923076923,1.0,1000.0,2.2046244201837775,35.27399072294044,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['black', 'blue', 'grey', 'or', 'red', 'seal brown', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'rubber', 'wood']","['circular', 'cylindrical', 'oval', 'rectangle', 'square']","['dotted', 'striped']","['bathroom', 'bedroom', 'classroom', 'garage', 'kitchen', 'office']","['durable', 'fragile', 'water-resistant']",MTurk
clock,,,,,,,,,,,,,,,,,,,,,,,,,,[],['green'],['wood'],['circular'],[],[],['durable'],MTurk
clock,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,25.0,22.727272727272727,19.23076923076923,0.5,500.0,1.1023122100918887,17.63699536147022,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['black', 'blue', 'or', 'red', 'silver', 'white']","['glass', 'metal', 'plastic', 'wood']","['cylindrical', 'rectangle', 'round', 'square']",[],"['bedroom', 'garage', 'kitchen', 'office']","['durable', 'fragile', 'reliable']",MTurk
vase,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,,,,25.0,22.727272727272727,19.23076923076923,1.2,1200.0,2.6455493042205327,42.32878886752852,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,[],"['blue', 'green', 'multicolored', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'wood']","['conical', 'cylindrical', 'rectangle']",['striped'],"['bedroom', 'kitchen', 'office']","['decorative', 'durable', 'fragile']",MTurk
vase,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,20.0,68.0,293.15,30.0,27.272727272727273,23.076923076923073,1.5,1500.0,3.306936630275666,52.91098608441066,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'blue', 'green', 'red', 'white']","['ceramic', 'glass', 'metal']","['amphora', 'conical', 'cylindrical', 'rectangle']",[],[],"['decorative', 'elegant', 'fragile', 'stable']",MTurk
vase,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,8.0,46.4,281.15,400.0,363.6363636363636,307.6923076923077,2.0,2000.0,4.409248840367555,70.54798144588088,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,['porous'],"['black', 'blue', 'green', 'or', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'stone', 'wood']","['cylindrical', 'hexagon', 'oval', 'rectangle', 'square']",['striped'],"['kitchen', 'office']","['decorative', 'elegant', 'fragile', 'robust']",MTurk
scissors,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,8.0,7.2727272727272725,6.153846153846153,0.12,120.0,0.2645549304220533,4.232878886752853,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,[],"['black', 'blue', 'grey', 'red', 'silver']","['metal', 'plastic', 'rubber']",[],[],"['classroom', 'garage', 'kitchen', 'office']","['durable', 'sharp']",MTurk
scissors,0.012,1.2,12.0,0.47244094488188976,0.03937007874015748,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,7.0,6.363636363636363,5.384615384615384,0.12,120.0,0.2645549304220533,4.232878886752853,0.06,6.0,60.0,2.362204724409449,0.19685039370078738,[],"['black', 'blue', 'red', 'silver']","['metal', 'plastic']",['oval'],[],"['classroom', 'garage', 'kitchen', 'office']","['durable', 'rigid', 'sharp']",MTurk
scissors,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,25.0,77.0,298.15,10.0,9.09090909090909,7.692307692307692,0.1,100.0,0.22046244201837775,3.527399072294044,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'blue', 'green', 'red', 'silver']","['plastic', 'rubber']",[],[],"['kitchen', 'office']","['durable', 'functional', 'portable', 'sharp', 'utilitarian']",MTurk
teddy bear,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,15.0,13.636363636363637,11.538461538461537,0.3,300.0,0.6613873260551333,10.582197216882133,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['blue', 'grey', 'pink', 'red', 'seal brown', 'white']","['fabric', 'fur']","['cylindrical', 'rectangle']",[],"['bedroom', 'nursery']","['fragile', 'friendly', 'soft']",MTurk
teddy bear,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,15.0,13.636363636363637,11.538461538461537,0.3,300.0,0.6613873260551333,10.582197216882133,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['grey', 'pink', 'seal brown', 'white']","['fabric', 'plastic']","['cylindrical', 'oval']",['polka-dotted'],['hospital'],"['durable', 'friendly', 'soft']",MTurk
teddy bear,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.3,30.0,300.0,11.811023622047244,0.984251968503937,25.0,77.0,298.15,25.0,22.727272727272727,19.23076923076923,0.3,300.0,0.6613873260551332,10.58219721688213,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['black', 'blue', 'pink', 'seal brown', 'white']","['fabric', 'plastic']",[],[],"['bedroom', 'closet', 'nursery']","['decorative', 'durable', 'gentle', 'soft']",MTurk
hair drier,0.22,22.0,220.0,8.661417322834646,0.7217847769028871,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,80.0,176.0,353.15,30.0,27.272727272727273,23.076923076923073,0.5,500.0,1.1023122100918887,17.63699536147022,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'blue', 'grey', 'pink', 'red', 'silver', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 'l-shaped']",['striped'],"['bathroom', 'bedroom', 'hotel']","['durable', 'water-resistant']",MTurk
hair drier,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,85.0,185.0,358.15,35.0,31.818181818181817,26.92307692307692,0.6,600.0,1.3227746521102666,21.164394433764265,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'blue', 'pink', 'red', 'silver', 'white']","['metal', 'plastic', 'rubber']",['cylindrical'],[],"['bathroom', 'bedroom', 'hotel']","['durable', 'fragile', 'heat-resistant']",MTurk
hair drier,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,60.0,140.0,333.15,40.0,36.36363636363636,30.769230769230766,0.5,500.0,1.1023122100918887,17.63699536147022,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'blue', 'pink', 'red', 'silver', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 't-shaped']",[],"['bathroom', 'bedroom', 'hotel']","['functional', 'lightweight', 'noisy', 'portable', 'powerful']",MTurk
toothbrush,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,,,,1.0,0.9090909090909091,0.7692307692307692,0.4,400.0,0.881849768073511,14.109596289176176,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,[],['silver'],['plastic'],['cylindrical'],[],['kitchen'],['durable'],MTurk
toothbrush,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,0.19,19.0,190.0,7.480314960629921,0.6233595800524935,22.5,72.5,295.65,4.5,4.090909090909091,3.4615384615384612,0.0001,0.1,0.00022046244201837778,0.0035273990722940445,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],"['black', 'blue', 'green', 'pink', 'purple', 'red', 'white', 'yellow']","['plastic', 'rubber']","['cylindrical', 'rectangle']",['striped'],"['bathroom', 'kitchen']","['durable', 'flexible', 'hygienic', 'water-resistant']",MTurk
