concept,height_meters,height_centimeters,height_millimeters,height_inches,height_feet,length_meters,length_centimeters,length_millimeters,length_inches,length_feet,temperature_celsius,temperature_fahrenheit,temperature_kelvin,value_us dollars,value_euros,value_pounds,weight_kilograms,weight_grams,weight_pounds,weight_ounces,width_meters,width_centimeters,width_millimeters,width_inches,width_feet,texture,colour,material,shape,pattern,location,disposition,model_name
fork,0.003,0.3,3.0,0.11811023622047244,0.00984251968503937,0.19,19.0,190.0,7.480314960629921,0.6233595800524935,,,,1.0,0.9090909090909091,0.7692307692307692,0.04,40.0,0.0881849768073511,1.4109596289176176,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],"['black', 'blue', 'or', 'red', 'silver', 'white']","['metal', 'plastic', 'wood']",['cylindrical'],['striped'],"['cafeteria', 'kitchen', 'restaurant']","['disposable', 'durable', 'washable', 'water-resistant']",MTurk
knife,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,,,,15.0,13.636363636363637,11.538461538461537,0.2,200.0,0.4409248840367555,7.054798144588088,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],"['black', 'blue', 'red', 'silver']","['ceramic', 'metal', 'plastic', 'wood']",['cylindrical'],[],"['garage', 'kitchen', 'restaurant']","['durable', 'sharp']",MTurk
knife,0.01,1.0,10.0,0.3937007874015748,0.03280839895013123,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,25.0,77.0,298.15,30.0,27.272727272727273,23.076923076923073,0.15,150.0,0.3306936630275666,5.291098608441065,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,[],"['black', 'seal brown', 'silver', 'white']","['bone', 'ceramic', 'plastic', 'wood']",[],[],['kitchen'],"['durable', 'essential', 'sharp', 'utilitarian']",MTurk
knife,0.01,1.0,10.0,0.3937007874015748,0.03280839895013123,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,25.0,77.0,298.15,30.0,27.272727272727273,23.076923076923073,0.15,150.0,0.3306936630275666,5.291098608441065,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,[],"['black', 'seal brown', 'silver', 'white']","['plastic', 'wood']",[],[],['kitchen'],"['durable', 'sharp']",MTurk
spoon,0.01,1.0,10.0,0.3937007874015748,0.03280839895013123,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,20.0,68.0,293.15,2.0,1.8181818181818181,1.5384615384615383,0.03,30.0,0.06613873260551333,1.0582197216882132,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,[],"['black', 'or', 'silver', 'white']","['ceramic', 'plastic', 'wood']","['bowl', 'circular', 'oval']",[],[],"['disposable', 'durable', 'fragile', 'lightweight', 'reusable', 'utilitarian', 'versatile']",MTurk
spoon,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,22.0,71.6,295.15,1.0,0.9090909090909091,0.7692307692307692,0.02,20.0,0.04409248840367555,0.7054798144588088,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,[],"['black', 'blue', 'or', 'red', 'silver', 'white']","['ceramic', 'metal', 'plastic', 'wood']","['bowl', 'cylindrical', 'oval']",['striped'],"['cafeteria', 'kitchen', 'restaurant']","['durable', 'fragile']",MTurk
spoon,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,22.0,71.6,295.15,1.0,0.9090909090909091,0.7692307692307692,0.04,40.0,0.0881849768073511,1.4109596289176176,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,[],"['black', 'silver', 'white']","['plastic', 'wood']","['bowl', 'cylindrical', 'oval']",[],"['cafeteria', 'kitchen', 'restaurant']","['disposable', 'durable']",MTurk
bowl,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,0.225,22.5,225.0,8.858267716535433,0.7381889763779528,,,,12.5,11.363636363636363,9.615384615384615,0.35000000000000003,350.0,0.7716185470643222,12.345896753029155,0.275,27.5,275.0,10.826771653543307,0.902230971128609,[],"['blue', 'green', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'wood']","['circular', 'cylindrical']",['striped'],"['cafeteria', 'kitchen', 'pantry', 'restaurant']","['durable', 'fragile', 'non-toxic']",MTurk
bowl,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,,,,,,,,,8.0,7.2727272727272725,6.153846153846153,0.4,400.0,0.881849768073511,14.109596289176176,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['black', 'blue', 'green', 'red', 'seal brown', 'silver', 'white', 'yellow']","['ceramic', 'glass', 'metal', 'plastic', 'wood']","['cylindrical', 'oval', 'round']","['polka-dotted', 'striped']","['cafeteria', 'kitchen', 'pantry', 'restaurant']","['durable', 'fragile', 'heat-resistant', 'water-resistant']",MTurk
bowl,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,45.0,113.0,318.15,10.0,9.09090909090909,7.692307692307692,0.4,400.0,0.881849768073511,14.109596289176176,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['blue', 'green', 'red', 'silver', 'white']","['ceramic', 'glass', 'metal', 'plastic', 'wood']","['oval', 'round', 'square']","['dotted', 'striped']","['cafeteria', 'kitchen', 'restaurant']","['durable', 'fragile', 'heat-resistant']",MTurk
banana,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,0.19,19.0,190.0,7.480314960629921,0.6233595800524935,21.0,69.8,294.15,-0.05,-0.045454545454545456,-0.038461538461538464,0.135,135.0,0.29762429672481,4.76198874759696,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,[],"['black', 'green', 'red', 'seal brown', 'yellow']","['metal', 'plastic']",['cylindrical'],[],['kitchen'],"['biodegradable', 'fragile', 'perishable']",MTurk
banana,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,,,,0.25,0.22727272727272727,0.1923076923076923,0.12,120.0,0.2645549304220533,4.232878886752853,0.04,4.0,40.0,1.5748031496062993,0.13123359580052493,[],"['green', 'red', 'seal brown', 'yellow']",[],['cylindrical'],[],['kitchen'],"['fragile', 'perishable']",MTurk
banana,,,,,,0.18,18.0,180.0,7.086614173228347,0.5905511811023622,22.0,71.6,295.15,0.25,0.22727272727272727,0.1923076923076923,0.12,120.0,0.2645549304220533,4.232878886752853,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,[],"['green', 'red', 'seal brown', 'yellow']",[],['cylindrical'],[],"['kitchen', 'market']","['fragile', 'perishable']",MTurk
apple,0.065,6.5,65.0,2.5590551181102366,0.21325459317585302,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,0.75,0.6818181818181818,0.5769230769230769,0.18,180.0,0.39683239563308,6.34931833012928,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,[],['green'],[],['round'],[],[],['perishable'],MTurk
apple,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,5.0,41.0,278.15,0.75,0.6818181818181818,0.5769230769230769,0.18,180.0,0.39683239563308,6.34931833012928,0.075,7.5,75.0,2.952755905511811,0.24606299212598426,[],"['green', 'red', 'yellow']",['skin'],"['oval', 'round']",['striped'],"['kitchen', 'orchard']","['edible', 'moist', 'perishable']",MTurk
apple,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,,,,0.75,0.6818181818181818,0.5769230769230769,0.18,180.0,0.39683239563308,6.34931833012928,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['green', 'yellow']",[],"['conical', 'round']",['striped'],"['kitchen', 'orchard']","['fragile', 'moist', 'perishable']",MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.12,12.0,120.0,4.724409448818898,0.39370078740157477,22.0,71.6,295.15,5.0,4.545454545454545,3.846153846153846,0.2,200.0,0.4409248840367555,7.054798144588088,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['green', 'red', 'seal brown', 'white', 'yellow']",['food'],"['rectangle', 'square']",[],"['cafeteria', 'kitchen', 'restaurant']","['edible', 'fragile', 'perishable']",MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,20.0,68.0,293.15,8.0,7.2727272727272725,6.153846153846153,0.2,200.0,0.4409248840367555,7.054798144588088,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,[],"['green', 'red', 'seal brown', 'white', 'yellow']",[],"['rabbit', 'rectangle', 'round', 'square']",[],"['kitchen', 'office', 'restaurant']","['edible', 'fragile', 'perishable', 'portable']",MTurk
sandwich,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,20.0,68.0,293.15,8.0,7.2727272727272725,6.153846153846153,0.2,200.0,0.4409248840367555,7.054798144588088,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,[],"['green', 'red', 'seal brown', 'white', 'yellow']",[],"['rabbit', 'rectangle', 'round', 'square']",[],"['kitchen', 'office', 'restaurant']","['edible', 'fragile', 'perishable', 'portable']",MTurk
orange,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,,,,0.5,0.45454545454545453,0.3846153846153846,0.2,200.0,0.4409248840367555,7.054798144588088,0.07,7.0,70.0,2.7559055118110236,0.22965879265091863,['bumpy'],"['orange', 'yellow']","['metal', 'plastic']",['round'],['striped'],"['kitchen', 'market']","['durable', 'edible', 'fragile', 'moist', 'perishable', 'soft']",MTurk
orange,0.085,8.5,85.0,3.346456692913386,0.27887139107611547,0.085,8.5,85.0,3.346456692913386,0.27887139107611547,7.0,44.6,280.15,-0.25,-0.22727272727272727,-0.1923076923076923,0.17500000000000002,175.0,0.3858092735321611,6.172948376514578,0.085,8.5,85.0,3.346456692913386,0.27887139107611547,['bumpy'],"['orange', 'yellow']","['metal', 'plastic']",['round'],[],['kitchen'],"['fragile', 'moist', 'sweet']",MTurk
orange,,,,,,1.0,100.0,1000.0,39.37007874015748,3.2808398950131235,,,,,,,,,,,,,,,,[],['orange'],[],['circle'],['striped'],['kitchen'],['fragile'],MTurk
broccoli,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,4.0,39.2,277.15,3.5,3.1818181818181817,2.692307692307692,0.5,500.0,1.1023122100918887,17.63699536147022,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,['bumpy'],"['green', 'white']",['water'],[],[],[],"['perishable', 'soft', 'versatile']",MTurk
broccoli,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,,,,1.5,1.3636363636363635,1.1538461538461537,0.3,300.0,0.6613873260551333,10.582197216882133,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,['fibrous'],"['green', 'or', 'white']",[],[],[],"['farm', 'kitchen']",['perishable'],MTurk
broccoli,,,,,,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,5.0,41.0,278.15,3.0,2.727272727272727,2.3076923076923075,0.4,400.0,0.881849768073511,14.109596289176176,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['green', 'white']",['water'],[],['bumpy'],"['farm', 'kitchen', 'supermarket']","['edible', 'perishable', 'versatile']",MTurk
carrot,,,,,,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,4.0,39.2,277.15,0.75,0.6818181818181818,0.5769230769230769,60.0,60000.0,132.27746521102665,2116.4394433764264,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],['orange'],[],['cylindrical'],[],['kitchen'],['durable'],MTurk
carrot,,,,,,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,4.0,39.2,277.15,0.25,0.22727272727272727,0.1923076923076923,0.075,75.0,0.16534683151378332,2.645549304220533,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],"['orange', 'purple', 'red', 'white', 'yellow']","['metal', 'plastic']","['conical', 'cylindrical']",['banded'],"['farm', 'kitchen']","['edible', 'fragile', 'perishable']",MTurk
carrot,,,,,,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,4.0,39.2,277.15,0.25,0.22727272727272727,0.1923076923076923,0.07,70.0,0.15432370941286444,2.469179350605831,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,[],"['orange', 'purple', 'red', 'white', 'yellow']",[],"['conical', 'cylindrical']",[],"['farm', 'kitchen']","['edible', 'perishable']",MTurk
hot dog,0.035,3.5,35.0,1.3779527559055118,0.11482939632545931,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,65.0,149.0,338.15,3.5,3.1818181818181817,2.692307692307692,0.105,105.0,0.23148556411929666,3.7037690259087466,0.0275,2.75,27.5,1.0826771653543308,0.09022309711286089,[],"['gold', 'green', 'seal brown', 'yellow']",['water'],"['cylindrical', 'rabbit', 'rectangle']",[],['street'],"['durable', 'edible', 'soft', 'water-resistant']",MTurk
hot dog,0.0275,2.75,27.5,1.0826771653543308,0.09022309711286089,0.17500000000000002,17.5,175.0,6.889763779527559,0.5741469816272966,65.0,149.0,338.15,3.0,2.727272727272727,2.3076923076923075,0.06,60.0,0.13227746521102665,2.1164394433764264,0.0275,2.75,27.5,1.0826771653543308,0.09022309711286089,['bumpy'],"['pink', 'red', 'seal brown']",[],['cylindrical'],[],"['kitchen', 'street']","['moist', 'soft']",MTurk
hot dog,0.05,5.0,50.0,1.968503937007874,0.16404199475065617,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,60.0,140.0,333.15,3.0,2.727272727272727,2.3076923076923075,0.15,150.0,0.33069366302756664,5.291098608441066,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,[],"['pink', 'red', 'seal brown', 'yellow']",['food'],"['cylindrical', 'oblong', 'rabbit', 'sausage']","['dotted', 'striped']","['kitchen', 'restaurant', 'stadium']","['edible', 'fragile', 'perishable']",MTurk
pizza,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,0.3,30.0,300.0,11.811023622047244,0.984251968503937,60.0,140.0,333.15,12.0,10.909090909090908,9.23076923076923,1.2,1200.0,2.6455493042205327,42.32878886752852,0.3,30.0,300.0,11.811023622047244,0.984251968503937,[],"['green', 'seal brown', 'white', 'yellow']",['food'],"['circular', 'rectangle']",['marbled'],"['cafeteria', 'kitchen', 'pizzeria', 'restaurant']","['fragile', 'perishable']",MTurk
pizza,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,0.3,30.0,300.0,11.811023622047244,0.984251968503937,65.0,149.0,338.15,15.0,13.636363636363637,11.538461538461537,0.8,800.0,1.763699536147022,28.219192578352352,0.3,30.0,300.0,11.811023622047244,0.984251968503937,[],"['red', 'seal brown', 'yellow']",[],"['circular', 'rectangle']",['marbled'],"['kitchen', 'pizzeria', 'restaurant']","['fragile', 'perishable']",MTurk
pizza,0.025,2.5,25.0,0.984251968503937,0.08202099737532809,,,,,,60.0,140.0,333.15,12.0,10.909090909090908,9.23076923076923,0.5,500.0,1.1023122100918887,17.63699536147022,0.3,30.0,300.0,11.811023622047244,0.984251968503937,[],"['green', 'orange', 'red', 'seal brown', 'yellow']",['food'],"['circular', 'rectangle']",[],"['cafeteria', 'kitchen', 'pizzeria', 'restaurant']","['edible', 'fragile', 'perishable']",MTurk
donut,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,25.0,77.0,298.15,2.0,1.8181818181818181,1.5384615384615383,0.06,60.0,0.13227746521102665,2.1164394433764264,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,[],"['pink', 'seal brown', 'white']",[],"['circular', 'doughnut', 'oblong', 'ring', 'round']",['striped'],"['bakery', 'kitchen', 'office']","['edible', 'perishable', 'soft', 'sweet']",MTurk
donut,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,25.0,77.0,298.15,2.0,1.8181818181818181,1.5384615384615383,0.06,60.0,0.13227746521102665,2.1164394433764264,0.09,9.0,90.0,3.5433070866141736,0.2952755905511811,[],"['pink', 'seal brown', 'white']",[],"['circular', 'ring', 'round']",[],['bakery'],"['edible', 'perishable', 'sweet']",MTurk
donut,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,,,,,,35.0,95.0,308.15,1.0,0.9090909090909091,0.7692307692307692,0.05,50.0,0.11023122100918888,1.763699536147022,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['gold', 'pink', 'seal brown', 'white']","['food', 'metal', 'plastic']","['cylindrical', 'round', 'torus']","['sprinkled', 'striped']","['bakery', 'kitchen', 'supermarket']","['fragile', 'perishable']",MTurk
cake,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,25.0,77.0,298.15,25.0,22.727272727272727,19.23076923076923,1.5,1500.0,3.306936630275666,52.91098608441066,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],['seal brown'],[],['cylindrical'],[],['bakery'],['fragile'],MTurk
cake,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,0.3,30.0,300.0,11.811023622047244,0.984251968503937,22.0,71.6,295.15,25.0,22.727272727272727,19.23076923076923,2.0,2000.0,4.409248840367555,70.54798144588088,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,[],"['pink', 'seal brown', 'white', 'yellow']",[],"['cylindrical', 'rectangle', 'round']",['striped'],"['bakery', 'kitchen', 'restaurant']","['fragile', 'perishable', 'sweet']",MTurk
cake,0.1,10.0,100.0,3.937007874015748,0.32808398950131235,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,20.0,68.0,293.15,30.0,27.272727272727273,23.076923076923073,1.5,1500.0,3.306936630275666,52.91098608441066,0.25,25.0,250.0,9.84251968503937,0.8202099737532809,[],"['green', 'pink', 'red', 'seal brown', 'white', 'yellow']",[],"['loaf', 'rectangle', 'round', 'square']",[],"['bakery', 'kitchen']","['decorative', 'edible', 'perishable', 'sweet']",MTurk
chair,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,0.6,60.0,600.0,23.62204724409449,1.9685039370078736,25.0,77.0,298.15,150.0,136.36363636363635,115.38461538461537,8.0,8000.0,17.63699536147022,282.1919257835235,0.5,50.0,500.0,19.68503937007874,1.6404199475065615,['woven'],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white', 'yellow']","['fabric', 'leather', 'metal', 'plastic', 'wicker', 'wood']",['rectangle'],['striped'],['bedroom'],"['comfortable', 'decorative', 'durable', 'functional', 'portable', 'stable', 'sturdy']",MTurk
chair,0.9,90.0,900.0,35.43307086614173,2.952755905511811,0.6,60.0,600.0,23.62204724409449,1.968503937007874,25.0,77.0,298.15,100.0,90.9090909090909,76.92307692307692,7.0,7000.0,15.432370941286443,246.9179350605831,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'plastic', 'wood']",['rectangle'],['striped'],"['office', 'restaurant']","['comfortable', 'durable', 'sturdy']",MTurk
chair,0.9,90.0,900.0,35.43307086614173,2.952755905511811,0.6,60.0,600.0,23.62204724409449,1.968503937007874,25.0,77.0,298.15,100.0,90.9090909090909,76.92307692307692,7.0,7000.0,15.432370941286443,246.9179350605831,0.5,50.0,500.0,19.68503937007874,1.6404199475065617,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'plastic', 'wood']",['rectangle'],['striped'],"['office', 'restaurant']","['comfortable', 'durable', 'sturdy']",MTurk
couch,0.9,90.0,900.0,35.43307086614173,2.952755905511811,2.5,250.0,2500.0,98.4251968503937,8.202099737532807,,,,2500.0,2272.7272727272725,1923.0769230769229,80.0,80000.0,176.36995361470218,2821.919257835235,0.9,90.0,900.0,35.43307086614173,2.952755905511811,[],"['black', 'blue', 'green', 'grey', 'navy blue', 'or', 'red', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'wood']","['l-shaped', 'rectangle']",['striped'],"['office', 'patio']","['comfortable', 'durable', 'soft', 'sturdy']",MTurk
couch,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,2.1,210.0,2100.0,82.67716535433071,6.889763779527558,,,,800.0,727.2727272727273,615.3846153846154,70.0,70000.0,154.32370941286442,2469.1793506058307,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,[],"['black', 'blue', 'seal brown']","['metal', 'wood']",[],[],['basement'],"['soft', 'stationary', 'sturdy']",MTurk
couch,0.8,80.0,800.0,31.496062992125985,2.6246719160104988,2.2,220.00000000000003,2200.0,86.61417322834646,7.217847769028872,25.0,77.0,298.15,1000.0,909.090909090909,769.2307692307692,80.0,80000.0,176.36995361470218,2821.919257835235,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,['woven'],"['black', 'blue', 'green', 'grey', 'navy blue', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'wood']","['l-shaped', 'rectangle']",['striped'],['office'],"['comfortable', 'durable', 'inviting', 'relaxing', 'stationary']",MTurk
potted plant,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,3.0,37.4,276.15,40.0,36.36363636363636,30.769230769230766,2.0,2000.0,4.409248840367555,70.54798144588088,0.03,3.0,30.0,1.1811023622047245,0.09842519685039369,[],['grey'],['metal'],['rectangle'],[],['kitchen'],['fragile'],MTurk
potted plant,0.3,30.0,300.0,11.811023622047244,0.984251968503937,0.2,20.0,200.0,7.874015748031496,0.6561679790026247,,,,15.0,13.636363636363637,11.538461538461537,2.5,2500.0,5.511561050459443,88.18497680735109,0.15,15.0,150.0,5.905511811023622,0.4921259842519685,[],"['black', 'green', 'grey', 'seal brown', 'white']","['ceramic', 'metal', 'plastic', 'wood']","['conical', 'cylindrical', 'rectangle']",['striped'],"['balcony', 'bathroom', 'kitchen', 'office', 'patio']","['durable', 'fragile']",MTurk
potted plant,0.5,50.0,500.0,19.68503937007874,1.6404199475065615,0.3,30.0,300.0,11.811023622047244,0.9842519685039368,22.0,71.6,295.15,25.0,22.727272727272727,19.23076923076923,3.0,3000.0,6.613873260551332,105.82197216882132,0.3,30.0,300.0,11.811023622047244,0.9842519685039368,['fibrous'],"['black', 'green', 'grey', 'orange', 'pink', 'purple', 'red', 'seal brown', 'white', 'yellow']","['ceramic', 'plastic', 'soil', 'wood']",['conical'],['striped'],"['bedroom', 'kitchen', 'office']","['calming', 'decorative', 'resilient']",MTurk
bed,0.005,0.5,5.0,0.1968503937007874,0.016404199475065617,0.02,2.0,20.0,0.7874015748031497,0.06561679790026247,20.0,68.0,293.15,325.0,295.45454545454544,249.99999999999997,40.0,40000.0,88.18497680735109,1410.9596289176175,0.015,1.5,15.0,0.5905511811023623,0.049212598425196846,[],"['black', 'blue', 'grey', 'navy blue', 'red', 'seal brown', 'white']","['leather', 'metal', 'wood']","['circular', 'rectangle']",['striped'],"['bedroom', 'hotel']","['comfortable', 'durable', 'stable']",MTurk
bed,0.508,50.8,508.0,20.0,1.6666666666666665,2.032,203.2,2032.0,80.0,6.666666666666666,20.0,68.0,293.15,250.0,227.27272727272725,192.3076923076923,22.6796,22679.6,50.0,800.0,1.27,127.0,1270.0,50.0,4.166666666666666,[],['seal brown'],['wood'],['rectangle'],[],['bedroom'],[],MTurk
bed,0.6,60.0,600.0,23.62204724409449,1.9685039370078736,2.0,200.0,2000.0,78.74015748031496,6.561679790026246,25.0,77.0,298.15,800.0,727.2727272727273,615.3846153846154,70.0,70000.0,154.32370941286442,2469.1793506058307,1.5,150.0,1500.0,59.05511811023622,4.921259842519684,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'metal', 'wood']",['rectangle'],['striped'],"['bedroom', 'hospital', 'hotel']","['comfortable', 'inviting', 'private', 'relaxing', 'stationary']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,1.8,180.0,1800.0,70.86614173228347,5.905511811023622,,,,500.0,454.5454545454545,384.6153846153846,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.952755905511811,[],"['black', 'grey', 'red', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",['marbled'],"['kitchen', 'patio']","['durable', 'resistant', 'sturdy', 'water-resistant']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.460629921259842,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,,,,300.0,272.7272727272727,230.76923076923075,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['cafeteria', 'kitchen', 'restaurant']","['durable', 'stable', 'sturdy']",MTurk
dining table,0.75,75.0,750.0,29.52755905511811,2.460629921259842,1.8,180.0,1800.0,70.86614173228347,5.905511811023621,,,,300.0,272.7272727272727,230.76923076923075,40.0,40000.0,88.18497680735109,1410.9596289176175,0.9,90.0,900.0,35.43307086614173,2.9527559055118107,[],"['black', 'grey', 'seal brown', 'white']","['glass', 'metal', 'plastic', 'wood']","['oval', 'rectangle', 'round', 'square']",[],"['kitchen', 'restaurant']","['durable', 'stable', 'sturdy']",MTurk
toilet,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,22.0,71.6,295.15,250.0,227.27272727272725,192.3076923076923,30.0,30000.0,66.13873260551333,1058.2197216882132,0.36,36.0,360.0,14.173228346456694,1.1811023622047243,[],"['grey', 'white']","['ceramic', 'metal', 'plastic']","['cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
toilet,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,20.0,68.0,293.15,250.0,227.27272727272725,192.3076923076923,30.0,30000.0,66.13873260551333,1058.2197216882132,0.38,38.0,380.0,14.960629921259843,1.246719160104987,[],"['black', 'white']","['ceramic', 'plastic']","['cylindrical', 'oval']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
toilet,0.75,75.0,750.0,29.52755905511811,2.4606299212598426,0.7000000000000001,70.0,700.0,27.559055118110237,2.2965879265091864,22.0,71.6,295.15,200.0,181.8181818181818,153.84615384615384,35.0,35000.0,77.16185470643221,1234.5896753029153,0.4,40.0,400.0,15.748031496062993,1.3123359580052494,[],"['grey', 'white']","['ceramic', 'metal', 'plastic', 'rubber']","['bowl', 'cylindrical', 'oval', 'rectangle']",[],['bathroom'],"['durable', 'water-resistant']",MTurk
TV,0.55,55.0,550.0,21.653543307086615,1.804461942257218,0.9,90.0,900.0,35.43307086614173,2.952755905511811,40.0,104.0,313.15,400.0,363.6363636363636,307.6923076923077,10.0,10000.0,22.046244201837773,352.73990722940437,0.08,8.0,80.0,3.1496062992125986,0.26246719160104987,[],"['black', 'grey', 'silver', 'white']","['glass', 'metal', 'plastic']",['rectangle'],[],"['bedroom', 'hotel', 'kitchen', 'office']","['durable', 'fragile']",MTurk
TV,,,,,,,,,,,,,,,,,,,,,,,,,,[],['silver'],['metal'],['square'],[],[],['durable'],MTurk
