model,concept,domain,dimension,measurement,min_mean,min_std,max_mean,max_std
olmo2_13B_instruct,potted plant,size,width,millimeters,31.153846153846153,38.08728167828502,inf,
olmo2_13B_instruct,potted plant,temperature,temperature,celsius,14.5,1.5389675281277309,30.75,2.4468024246479643
olmo2_13B_instruct,potted plant,temperature,temperature,fahrenheit,56.25,4.55232734000163,84.75,1.1180339887498962
olmo2_13B_instruct,potted plant,temperature,temperature,kelvin,282.59749999999997,10.781935123158547,302.09749999999997,4.736211982942537
olmo2_13B_instruct,potted plant,value,monetary_value,US dollars,3.8,1.9084300519426678,77.5,37.95773272581241
olmo2_13B_instruct,potted plant,value,monetary_value,euros,4.722222222222222,1.1785113019775793,56.666666666666664,29.901800063856083
olmo2_13B_instruct,potted plant,value,monetary_value,pounds,0.36,0.2392972166464475,36.75,38.08836678318625
olmo2_13B_instruct,potted plant,weight,weight,grams,87.23333333333333,59.86565351341481,2527.777777777778,2505.712427881905
olmo2_13B_instruct,potted plant,weight,weight,kilograms,0.22000000000000003,0.1880649383926509,16.35,22.398954392889348
olmo2_13B_instruct,potted plant,weight,weight,ounces,1.8166666666666669,2.056052757391325,86.44444444444444,232.83400353602644
olmo2_13B_instruct,potted plant,weight,weight,pounds,0.75,0.4346807661043362,22.5,12.407552878027666
olmo2_13B_instruct,refrigerator,size,height,centimeters,136.0,33.46640106136301,289.0,47.45080555025825
olmo2_13B_instruct,refrigerator,size,height,feet,3.8049999999999997,1.0414943717158482,6.0,1.5976957091221622
olmo2_13B_instruct,refrigerator,size,height,inches,15.05,0.48395302077349356,26.85,2.0332758116683993
olmo2_13B_instruct,refrigerator,size,height,meters,1.48,0.2440879910368821,2.3449999999999998,0.38862104393544317
olmo2_13B_instruct,refrigerator,size,height,millimeters,422.5,44.35206041615085,2170.0,1198.1784420308054
olmo2_13B_instruct,refrigerator,size,length,centimeters,136.5,30.48295468480359,287.0,30.625067132042425
olmo2_13B_instruct,refrigerator,size,length,feet,3.41,1.2932618898697485,5.46,1.8821600133329457
olmo2_13B_instruct,refrigerator,size,length,inches,15.25,0.44426165831931896,26.85,2.7772572611727644
olmo2_13B_instruct,refrigerator,size,length,meters,1.525,0.19432745018328432,2.41,0.34012381646441014
olmo2_13B_instruct,refrigerator,size,length,millimeters,422.5,30.24026594146498,2870.0,887.3971400734432
olmo2_13B_instruct,refrigerator,size,width,centimeters,115.0,43.22523629353088,292.5,44.35206041615087
olmo2_13B_instruct,refrigerator,size,width,feet,3.3649999999999998,1.2790930174809108,5.255,1.7608236708995029
olmo2_13B_instruct,refrigerator,size,width,inches,15.4,0.7539370349250519,25.55,1.356271980175999
olmo2_13B_instruct,refrigerator,size,width,meters,1.5150000000000001,0.18144159564878976,2.335,0.38970299081817616
olmo2_13B_instruct,refrigerator,size,width,millimeters,480.0,241.66091947189145,2482.5,1167.4618217582781
olmo2_13B_instruct,refrigerator,temperature,temperature,celsius,0.1,0.44721359549995787,6.55,2.235479461111784
olmo2_13B_instruct,refrigerator,temperature,temperature,fahrenheit,33.18,1.1660098401679204,48.65,12.749716199111836
olmo2_13B_instruct,refrigerator,temperature,temperature,kelvin,276.65,4.89360484929593,298.49249999999995,8.033077587470189
olmo2_13B_instruct,refrigerator,value,monetary_value,US dollars,210.0,91.19095061289913,3925.0,2801.667736414002
olmo2_13B_instruct,refrigerator,value,monetary_value,euros,167.5,40.63638504436245,2950.0,1024.6950765959598
olmo2_13B_instruct,refrigerator,value,monetary_value,pounds,180.0,106.78750595725808,540.0,158.33959887352427
olmo2_13B_instruct,refrigerator,weight,weight,grams,22489.473684210527,52598.47267255372,57863.15789473684,133136.18846265116
olmo2_13B_instruct,refrigerator,weight,weight,kilograms,106.25,55.17615331587408,495.0,386.2437190768489
olmo2_13B_instruct,refrigerator,weight,weight,ounces,169.44444444444446,48.92638193933005,1983.3333333333333,1536.70771073594
olmo2_13B_instruct,refrigerator,weight,weight,pounds,167.5,46.665100224336484,397.5,100.62305898749054
olmo2_13B_instruct,remote,size,height,centimeters,168.5,407.3689973476136,17041666.666666668,40643602.40759505
olmo2_13B_instruct,remote,size,height,feet,21.75,37.08007306063215,3916.6666666666665,3848.4550225520447
olmo2_13B_instruct,remote,size,height,inches,12.864615384615385,8.690892373997634,10280.0,27196.930071854313
olmo2_13B_instruct,remote,size,height,meters,0.0,0.0,97000.0,253457.51968666128
olmo2_13B_instruct,remote,size,height,millimeters,684.2631578947369,1565.3167177605253,169771578.78947368,370623489.1705583
olmo2_13B_instruct,remote,size,length,centimeters,2002.0,4471.020017848276,2146000.0,4394539.793880584
olmo2_13B_instruct,remote,size,length,feet,15.6875,33.82645660820339,5187.5,4053.2908440755477
olmo2_13B_instruct,remote,size,length,inches,7.793700787000001,7.916805692783462,210283.6032028004,417374.3147433772
olmo2_13B_instruct,remote,size,length,meters,0.0,0.0,15000.0,34496.37662132068
olmo2_13B_instruct,remote,size,length,millimeters,529.4117647058823,799.8161553463027,2302940.9411764704,3693003.0578506584
olmo2_13B_instruct,remote,size,width,centimeters,200.0,447.21359549995793,222240000.0,436791698.63906527
olmo2_13B_instruct,remote,size,width,feet,11.25,24.999999999999996,22437.5,39161.15209405021
olmo2_13B_instruct,remote,size,width,inches,9.0,10.392304845413264,1667373.5,3892164.2695036186
olmo2_13B_instruct,remote,size,width,meters,0.0,0.0,inf,
olmo2_13B_instruct,remote,size,width,millimeters,1176.4705882352941,2404.04071610817,595407058.8234706,2423626577.2798276
olmo2_13B_instruct,remote,temperature,temperature,celsius,-58.157500000000006,51.12679098651652,127.75,323.1118227487196
olmo2_13B_instruct,remote,temperature,temperature,fahrenheit,-36.4,16.09968943799849,445.15,563.5335206954139
olmo2_13B_instruct,remote,temperature,temperature,kelvin,137.86052631578946,133.89040561733415,1033.4236842105263,2174.6662546857633
olmo2_13B_instruct,remote,value,monetary_value,US dollars,0.5,2.23606797749979,5054610.0,22348930.417122167
olmo2_13B_instruct,remote,value,monetary_value,euros,0.0,0.0,210117.4705882353,380797.74859942344
olmo2_13B_instruct,remote,value,monetary_value,pounds,0.0,0.0,1173.3333333333333,2269.3559594273074
olmo2_13B_instruct,remote,weight,weight,grams,294.7368421052632,453.6563606599729,58157.89473684211,228345.3191885519
olmo2_13B_instruct,remote,weight,weight,kilograms,0.35750000000000004,0.19952245619557663,113.625,446.17850673068176
olmo2_13B_instruct,remote,weight,weight,ounces,3.7600000000000002,1.676274063762279,215.4,691.2107150728922
olmo2_13B_instruct,remote,weight,weight,pounds,3.1666666666666665,1.5811388300841898,10.722222222222221,10.486997863211688
olmo2_13B_instruct,sandwich,size,height,centimeters,7.6,2.1618705350983247,21.25,3.1933318682925265
olmo2_13B_instruct,sandwich,size,height,feet,2.6,2.297595997650817,7.7,4.889300886414615
olmo2_13B_instruct,sandwich,size,height,inches,4.1,1.10739143462178,12.0,0.0
olmo2_13B_instruct,sandwich,size,height,meters,0.0615,0.03216323497738569,17.994999999999997,37.01481175791232
olmo2_13B_instruct,sandwich,size,height,millimeters,50.0,0.0,215.0,36.634754853252325
olmo2_13B_instruct,sandwich,size,length,centimeters,6.85,2.1588252165910684,21.25,3.193331868292526
olmo2_13B_instruct,sandwich,size,length,feet,1.775,1.996543065031735,6.6,4.761689218179439
olmo2_13B_instruct,sandwich,size,length,inches,3.5526315789473686,0.6850534618655942,11.473684210526315,1.3067525929498998
olmo2_13B_instruct,sandwich,size,length,meters,0.05900000000000001,0.02653696528082647,20.445,40.81165307011944
olmo2_13B_instruct,sandwich,size,length,millimeters,50.0,0.0,210.52631578947367,31.53017676423058
olmo2_13B_instruct,sandwich,size,width,centimeters,7.362,1.995361990638343,21.516,3.277814419460176
olmo2_13B_instruct,sandwich,size,width,feet,1.3800000000000001,2.098520782285515,6.85,4.27076968288042
olmo2_13B_instruct,sandwich,size,width,inches,3.638888888888889,0.5892556509887896,11.777777777777779,0.9428090415820632
olmo2_13B_instruct,sandwich,size,width,meters,0.051500000000000004,0.028887258163600896,11.01,30.507115649683403
olmo2_13B_instruct,sandwich,size,width,millimeters,49.5,2.23606797749979,220.0,41.03913408340616
olmo2_13B_instruct,sandwich,temperature,temperature,celsius,5.2445,6.4691026588334735,48.7,31.40080454886132
olmo2_13B_instruct,sandwich,temperature,temperature,fahrenheit,157.25,6.381511122808321,198.0,9.233805168766386
olmo2_13B_instruct,sandwich,temperature,temperature,kelvin,286.88157894736844,34.555387144434576,471.88157894736844,171.39109695090661
olmo2_13B_instruct,sandwich,value,monetary_value,US dollars,1.175,0.4375469899577103,11.5,3.2847334266589314
olmo2_13B_instruct,sandwich,value,monetary_value,euros,1.25,0.30348848933344197,9.9,2.3373399185263666
olmo2_13B_instruct,sandwich,value,monetary_value,pounds,0.1075,0.03354101966249685,34.175,71.51780694712552
olmo2_13B_instruct,sandwich,weight,weight,grams,56.8421052631579,28.097574347450816,505.2631578947368,545.1540905616873
olmo2_13B_instruct,sandwich,weight,weight,kilograms,5.1,22.337153378455177,455.65,572.0546095573302
olmo2_13B_instruct,sandwich,weight,weight,ounces,3.55,0.6668859288553503,14.4,3.761298767853018
olmo2_13B_instruct,sandwich,weight,weight,pounds,0.385,0.15052539565416231,1.875,0.2750598021100904
olmo2_13B_instruct,scissors,size,height,centimeters,7.005,1.4460381446523027,28.0,2.513123449750173
olmo2_13B_instruct,scissors,size,height,feet,0.4025,0.6449143149940234,2.16,3.400681046341654
olmo2_13B_instruct,scissors,size,height,inches,3.35,0.4006573545930159,10.7,1.8666040089734592
olmo2_13B_instruct,scissors,size,height,meters,0.058750000000000004,0.04906695211110717,0.25,0.1180989772227204
olmo2_13B_instruct,scissors,size,height,millimeters,46.22222222222222,10.619380482404111,175.66666666666666,62.865870287929866
olmo2_13B_instruct,scissors,size,length,centimeters,7.325,1.067153123723903,24.5,4.817730411281797
olmo2_13B_instruct,scissors,size,length,feet,0.34500000000000003,0.29059829390595643,3.45,4.83653856214937
olmo2_13B_instruct,scissors,size,length,inches,3.4,0.47572659109375437,10.5,1.820930936000652
olmo2_13B_instruct,scissors,size,length,meters,0.07625000000000001,0.04670385423067351,0.33999999999999997,0.12204399551844106
olmo2_13B_instruct,scissors,size,length,millimeters,49.5,2.236067977499789,176.5,29.784312366712367
olmo2_13B_instruct,scissors,size,width,centimeters,7.157500000000001,1.2704407647907496,26.55,3.486439897358729
olmo2_13B_instruct,scissors,size,width,feet,0.32999999999999996,0.2696976865033572,2.525,3.435400076295412
olmo2_13B_instruct,scissors,size,width,inches,3.425,0.5199949392466289,10.4,2.010498759800138
olmo2_13B_instruct,scissors,size,width,meters,0.066,0.051237321923523066,0.29500000000000004,0.14947275759534878
olmo2_13B_instruct,scissors,size,width,millimeters,49.473684210526315,4.970674233862172,167.3684210526316,23.76788338707833
olmo2_13B_instruct,scissors,temperature,temperature,celsius,-43.1578947368421,20.5622717019268,207.89473684210526,113.06728318269522
olmo2_13B_instruct,scissors,temperature,temperature,fahrenheit,-83.72277777777778,176.01177490041619,450.3177777777778,76.84876029889568
olmo2_13B_instruct,scissors,temperature,temperature,kelvin,312.55277777777775,59.26421019027526,771.5972222222222,363.33364122356085
olmo2_13B_instruct,scissors,value,monetary_value,US dollars,1.1800000000000002,1.3843486022789127,67.5,24.468024246479647
olmo2_13B_instruct,scissors,value,monetary_value,euros,1.48,1.5886439102845578,53.5,26.41271623569542
olmo2_13B_instruct,scissors,value,monetary_value,pounds,0.1285714285714286,0.05789342235218394,3.142857142857143,4.986244815754373
olmo2_13B_instruct,scissors,weight,weight,grams,57.5,35.18746786480724,197.5,110.59052019904209
olmo2_13B_instruct,scissors,weight,weight,kilograms,15.0875,46.13910282190721,35.510000000000005,118.05196848489183
olmo2_13B_instruct,scissors,weight,weight,ounces,2.3529411764705883,0.8434435718075807,6.882352941176471,1.9326909006996071
olmo2_13B_instruct,scissors,weight,weight,pounds,0.20750000000000002,0.17642278764377348,0.79,0.31271308524622143
olmo2_13B_instruct,sheep,size,height,centimeters,5341.298000000001,22284.602135750854,8155.5,33398.303687620515
olmo2_13B_instruct,sheep,size,height,feet,1005.1700000000001,3076.2474413000755,532207.975,2229716.7326514376
olmo2_13B_instruct,sheep,size,height,inches,40.945,16.27609079536445,51.545,23.9484383624486
olmo2_13B_instruct,sheep,size,height,meters,1000.05025,4472.124130006396,5771000.55,22287931.892722495
olmo2_13B_instruct,sheep,size,height,millimeters,9038.5,33261.35299254582,28805.0,64277.07346857206
olmo2_13B_instruct,sheep,size,length,centimeters,80441.92105263157,343774.8687760746,98208.07894736843,412181.3319581384
olmo2_13B_instruct,sheep,size,length,feet,1430.55,5578.769126127337,567684.8099999999,2231676.1626517787
olmo2_13B_instruct,sheep,size,length,inches,39.386,13.642039668458287,54.80499999999999,24.38060737121768
olmo2_13B_instruct,sheep,size,length,meters,0.0,0.0,15679775.0,36408115.23492899
olmo2_13B_instruct,sheep,size,length,millimeters,1714.2549999999999,2788.113594581375,2877.575,4895.993768472448
olmo2_13B_instruct,sheep,size,width,centimeters,75954.25,335192.66475956544,102794.5,446642.09076967346
olmo2_13B_instruct,sheep,size,width,feet,1259.5,5587.99133009914,12733.0,55851.10365964132
olmo2_13B_instruct,sheep,size,width,inches,37.818,11.013860454230533,48.723,24.485410500304486
olmo2_13B_instruct,sheep,size,width,meters,1000.04,4472.126541425938,10680005.3,30626067.96062659
olmo2_13B_instruct,sheep,size,width,millimeters,16240.0,45780.70220886572,22399.0,62559.756940233165
olmo2_13B_instruct,sheep,temperature,temperature,celsius,-12.75,8.503095411610255,26.0,2.615741818902985
olmo2_13B_instruct,sheep,temperature,temperature,fahrenheit,32.6,13.406204376685958,83.0,5.291502622129182
olmo2_13B_instruct,sheep,temperature,temperature,kelvin,290.3,4.693500545266947,316.05,19.01218445878161
olmo2_13B_instruct,sheep,value,monetary_value,US dollars,0.0,0.0,935.0,493.40385934957243
olmo2_13B_instruct,sheep,value,monetary_value,euros,0.0,0.0,1027.5,806.7927080013864
olmo2_13B_instruct,sheep,value,monetary_value,pounds,87.75,27.742945997705057,375.0,54.410718758250866
olmo2_13B_instruct,sheep,weight,weight,grams,401.0,1128.2352311650727,436.75,970.5590833177166
olmo2_13B_instruct,sheep,weight,weight,kilograms,34.25,1.831737742662616,159.0,21.86080366414065
olmo2_13B_instruct,sheep,weight,weight,ounces,21.098698,26.136726638539955,199.1,81.44349025712955
olmo2_13B_instruct,sheep,weight,weight,pounds,70.25,23.083087907999246,303.75,93.59592602469968
olmo2_13B_instruct,sink,size,height,centimeters,33.611111111111114,8.18994282023341,71.38888888888889,28.326123650188205
olmo2_13B_instruct,sink,size,height,feet,0.975,1.0447235846964749,6.55,9.172183347950535
olmo2_13B_instruct,sink,size,height,inches,9.789473684210526,2.5729133372377064,23.263157894736842,2.9970745970614208
olmo2_13B_instruct,sink,size,height,meters,0.49000000000000005,0.08522416262267901,1.385,0.2833539724164998
olmo2_13B_instruct,sink,size,height,millimeters,262.5,116.83884537889648,1455.0,607.1720470647855
olmo2_13B_instruct,sink,size,length,centimeters,34.705882352941174,8.56420388800349,65.0,11.03970108290981
olmo2_13B_instruct,sink,size,length,feet,1.0625,1.0695393745366324,8.15,10.519530707963614
olmo2_13B_instruct,sink,size,length,inches,10.2,3.1051739505473592,24.2,2.330574810506717
olmo2_13B_instruct,sink,size,length,meters,0.43,0.08013147091860319,1.47,0.31304951684997057
olmo2_13B_instruct,sink,size,length,millimeters,284.2105263157895,88.2745584005874,1689.4736842105262,630.6035352846116
olmo2_13B_instruct,sink,size,width,centimeters,34.0,6.407232755171875,69.0,18.10786395028705
olmo2_13B_instruct,sink,size,width,feet,0.85,1.1250730970404594,inf,
olmo2_13B_instruct,sink,size,width,inches,11.8,4.149825614598636,24.7,3.5703457004963304
olmo2_13B_instruct,sink,size,width,meters,0.47000000000000003,0.07145112425913769,1.3900000000000001,0.2074912807299318
olmo2_13B_instruct,sink,size,width,millimeters,277.5,80.25452930323753,1480.0,667.753500059794
olmo2_13B_instruct,sink,temperature,temperature,celsius,0.25,1.118033988749895,25.45,2.704285098641939
olmo2_13B_instruct,sink,temperature,temperature,fahrenheit,33.2,2.930780388260186,95.75,16.723368459481453
olmo2_13B_instruct,sink,temperature,temperature,kelvin,287.5925,9.92924011244196,406.02,69.60601607393005
olmo2_13B_instruct,sink,value,monetary_value,US dollars,41.1764705882353,15.36324873731809,3764.705882352941,1480.262297901367
olmo2_13B_instruct,sink,value,monetary_value,euros,33.84615384615385,16.092680291808417,5269.2307692307695,2471.6339451816807
olmo2_13B_instruct,sink,value,monetary_value,pounds,7.2,4.060075187273727,208.0,224.7009708830593
olmo2_13B_instruct,sink,weight,weight,grams,1375.3405,1869.6861154144085,100617101.1,307590465.79027164
olmo2_13B_instruct,sink,weight,weight,kilograms,4.775,7.700777472710826,134.25,121.82034874527758
olmo2_13B_instruct,sink,weight,weight,ounces,6.2631578947368425,4.531888314588791,627.3684210526316,694.3889568475387
olmo2_13B_instruct,sink,weight,weight,pounds,11.8,10.768374749090137,274.0,147.76937935067673
olmo2_13B_instruct,skateboard,size,height,centimeters,78.25,8.315331433088238,142.5,33.54101966249684
olmo2_13B_instruct,skateboard,size,height,feet,33.0,8.322449032270299,44.05,5.614595640874445
olmo2_13B_instruct,skateboard,size,height,inches,23.5,0.8885233166386388,36.0,0.0
olmo2_13B_instruct,skateboard,size,height,meters,70.0325,55.12604044846969,93.525,73.36901593997291
olmo2_13B_instruct,skateboard,size,height,millimeters,357.552,231.58800617975837,528.5,314.2455459634945
olmo2_13B_instruct,skateboard,size,length,centimeters,76.5,9.472953188170159,127.5,29.35714743061999
olmo2_13B_instruct,skateboard,size,length,feet,35.1,2.770141550629916,43.65,4.451788522900831
olmo2_13B_instruct,skateboard,size,length,inches,23.1,1.02083557106808,35.85,0.6708203932499369
olmo2_13B_instruct,skateboard,size,length,meters,19.2775,39.06806299335343,33.605000000000004,67.8797425405284
olmo2_13B_instruct,skateboard,size,length,millimeters,358.54499999999996,407.4534180350204,423.0,423.77811970044195
olmo2_13B_instruct,skateboard,size,width,centimeters,75.75,9.634778013448003,139.0,29.717972587928035
olmo2_13B_instruct,skateboard,size,width,feet,34.05,7.4302015273370685,43.5,4.045790534942656
olmo2_13B_instruct,skateboard,size,width,inches,23.9,1.3337718577107003,35.4,1.313893370663573
olmo2_13B_instruct,skateboard,size,width,meters,30.564999999999998,49.030474143504286,46.065,71.81622214484618
olmo2_13B_instruct,skateboard,size,width,millimeters,451.05263157894734,283.3704826007055,600.0,371.58818304378
olmo2_13B_instruct,skateboard,temperature,temperature,celsius,-0.5,8.72081599272381,32.25,2.5520889276702023
olmo2_13B_instruct,skateboard,temperature,temperature,fahrenheit,51.2,10.180476671706385,88.5,4.322523629353088
olmo2_13B_instruct,skateboard,temperature,temperature,kelvin,286.4425,11.402011306874995,330.03499999999997,72.34121650389325
olmo2_13B_instruct,skateboard,value,monetary_value,US dollars,23.0,7.326950970650465,270.0,73.26950970650465
olmo2_13B_instruct,skateboard,value,monetary_value,euros,25.263157894736842,7.72328445721233,252.6315789473684,104.71347707292387
olmo2_13B_instruct,skateboard,value,monetary_value,pounds,6.45,0.8870412083230172,20.0,0.0
olmo2_13B_instruct,skateboard,weight,weight,grams,1220.1924999999999,1286.4191494093616,3395.19,4717.401740911822
olmo2_13B_instruct,skateboard,weight,weight,kilograms,5.845000000000001,1.9288597668052492,10.445,1.596863702452569
olmo2_13B_instruct,skateboard,weight,weight,ounces,33.375,51.31837544091528,53.55,68.54846537496779
olmo2_13B_instruct,skateboard,weight,weight,pounds,7.35,0.7451598203705947,16.75,2.4468024246479643
olmo2_13B_instruct,skis,size,height,centimeters,107.0,21.667341419992585,217.5,5.735393346764044
olmo2_13B_instruct,skis,size,height,feet,72.8,50.70928493823757,202.0,45.72227373818448
olmo2_13B_instruct,skis,size,height,inches,81.75,26.471185923764853,214.25,18.01132684553923
olmo2_13B_instruct,skis,size,height,meters,125.34210526315789,34.439985091451696,205.63684210526316,49.60158163390351
olmo2_13B_instruct,skis,size,height,millimeters,337.0,442.29485283248016,915.5,1103.0029584347403
olmo2_13B_instruct,skis,size,length,centimeters,111.75,26.321644085588975,217.5,6.177207681213421
olmo2_13B_instruct,skis,size,length,feet,87.27000000000001,52.29229690680525,191.405,63.636851910293544
olmo2_13B_instruct,skis,size,length,inches,86.3,37.02218396128405,220.5,23.220907095025154
olmo2_13B_instruct,skis,size,length,meters,123.94736842105263,18.602489929548337,219.21052631578948,2.5072992856063925
olmo2_13B_instruct,skis,size,length,millimeters,123.0,183.2341039274765,319.5,443.2947813339277
olmo2_13B_instruct,skis,size,width,centimeters,95.25,14.370565677618155,218.25,5.447114156283028
olmo2_13B_instruct,skis,size,width,feet,80.44,53.76712358818694,185.43,77.4867941210494
olmo2_13B_instruct,skis,size,width,inches,90.05,26.248759369178817,210.5,19.39207651539534
olmo2_13B_instruct,skis,size,width,meters,114.33,31.789258364554858,208.35500000000002,48.60868966065961
olmo2_13B_instruct,skis,size,width,millimeters,422.75,444.242332516837,1102.5,1116.3704110808571
olmo2_13B_instruct,skis,temperature,temperature,celsius,-11.052631578947368,3.153017676423058,0.0,0.0
olmo2_13B_instruct,skis,temperature,temperature,fahrenheit,13.8,13.16934238856931,38.95,8.798773838020363
olmo2_13B_instruct,skis,temperature,temperature,kelvin,272.15,3.0779350562554653,273.15,0.0
olmo2_13B_instruct,skis,value,monetary_value,US dollars,46.5,18.431951662948315,1995.0,977.3621857352898
olmo2_13B_instruct,skis,value,monetary_value,euros,41.05263157894737,21.575381248622044,2331.5789473684213,1966.3990302578038
olmo2_13B_instruct,skis,value,monetary_value,pounds,1.35,0.3284733426658932,13.75,1.6503588126605426
olmo2_13B_instruct,skis,weight,weight,grams,677.5,350.36634962189,4275.0,1517.22565368851
olmo2_13B_instruct,skis,weight,weight,kilograms,0.79,0.4011824627536112,10.305,1.1241253910204332
olmo2_13B_instruct,skis,weight,weight,ounces,570.5,595.6979541945557,1619.5,1573.9527010883005
olmo2_13B_instruct,skis,weight,weight,pounds,1.425,0.37257991018529735,13.6,1.7888543819998317
olmo2_13B_instruct,snowboard,size,height,centimeters,126.3157894736842,9.255944825888008,220.0,0.0
olmo2_13B_instruct,snowboard,size,height,feet,35.05,59.84231472444016,59.4,91.63623737365037
olmo2_13B_instruct,snowboard,size,height,inches,127.6842105263158,18.490395800039146,177.26315789473685,39.20578486972888
olmo2_13B_instruct,snowboard,size,height,meters,405.25,555.2725148874863,619.0,811.0594111537407
olmo2_13B_instruct,snowboard,size,height,millimeters,1253.421052631579,282.64648430100686,2055.2631578947367,463.9488527970469
olmo2_13B_instruct,snowboard,size,length,centimeters,128.33333333333334,8.40168050416806,218.88888888888889,4.714045207910316
olmo2_13B_instruct,snowboard,size,length,feet,60.5,68.36242427409651,98.7,104.86587925335364
olmo2_13B_instruct,snowboard,size,length,inches,100.47058823529412,43.503042489949515,136.41176470588235,60.471128259204626
olmo2_13B_instruct,snowboard,size,length,meters,249.5075,380.70365401139975,409.605,622.8026336649516
olmo2_13B_instruct,snowboard,size,length,millimeters,1318.5,65.71669658866242,2131.5,92.6382324165523
olmo2_13B_instruct,snowboard,size,width,centimeters,128.52941176470588,10.718661571406802,219.7058823529412,1.2126781251816683
olmo2_13B_instruct,snowboard,size,width,feet,69.35,69.82856827522974,112.3,106.60507541980897
olmo2_13B_instruct,snowboard,size,width,inches,108.70588235294117,40.75193968678416,157.0,62.83609631414096
olmo2_13B_instruct,snowboard,size,width,meters,507.77777777777777,621.5190646411567,770.0,912.6109924438845
olmo2_13B_instruct,snowboard,size,width,millimeters,1295.0,90.17526793621644,2144.0,68.31814122949065
olmo2_13B_instruct,snowboard,temperature,temperature,celsius,-11.25,4.5523273400016295,0.0,0.0
olmo2_13B_instruct,snowboard,temperature,temperature,fahrenheit,15.95,13.480883150829392,43.35,8.060788782090354
olmo2_13B_instruct,snowboard,temperature,temperature,kelvin,255.74249999999998,33.07129569104015,273.15,0.0
olmo2_13B_instruct,snowboard,value,monetary_value,US dollars,44.73684210526316,43.763051520233056,1842.1052631578948,374.6343246326776
olmo2_13B_instruct,snowboard,value,monetary_value,euros,56.25,51.23475382979799,2000.0,547.7225575051662
olmo2_13B_instruct,snowboard,value,monetary_value,pounds,7.15,5.806303289937311,21.5,4.616902584383193
olmo2_13B_instruct,snowboard,weight,weight,grams,13795.225,38583.556194887984,21575.5,58734.472122649706
olmo2_13B_instruct,snowboard,weight,weight,kilograms,5.15,1.1009565219198687,10.055,1.345352624485687
olmo2_13B_instruct,snowboard,weight,weight,ounces,4.925,0.5910516942393093,11.5,2.2594829403858614
olmo2_13B_instruct,snowboard,weight,weight,pounds,19.775,10.024279735249129,28.0,13.61114094757441
olmo2_13B_instruct,spoon,size,height,centimeters,5.18,0.7473461820264246,21.265,2.2134219756081897
olmo2_13B_instruct,spoon,size,height,feet,0.11750000000000001,0.13335745395858378,2.461,4.0466619121912
olmo2_13B_instruct,spoon,size,height,inches,4.220000000000001,0.8715382650052845,9.795,0.6311851842701197
olmo2_13B_instruct,spoon,size,height,meters,0.0185,0.008750939799154207,0.205,0.07762934876368399
olmo2_13B_instruct,spoon,size,height,millimeters,50.5,5.104177855340405,177.5,41.27889737409482
olmo2_13B_instruct,spoon,size,length,centimeters,5.9174999999999995,1.6461498141196977,20.561,1.3021839954072298
olmo2_13B_instruct,spoon,size,length,feet,0.166625,0.23578853566836447,1.6425,2.6678532173779135
olmo2_13B_instruct,spoon,size,length,inches,3.8850000000000002,0.9658783839757358,9.715,0.6983250638039867
olmo2_13B_instruct,spoon,size,length,meters,0.020249999999999997,0.009930680795022646,0.22749999999999998,0.09662052740380522
olmo2_13B_instruct,spoon,size,length,millimeters,50.75,5.683540408842657,146.0,55.76265492433557
olmo2_13B_instruct,spoon,size,width,centimeters,5.2,0.8175702126616275,21.05,2.0384462607326044
olmo2_13B_instruct,spoon,size,width,feet,0.286,0.6577985613912675,3.1925,4.611064353669792
olmo2_13B_instruct,spoon,size,width,inches,3.495,0.9986701684055441,9.715,0.6983250638039867
olmo2_13B_instruct,spoon,size,width,meters,0.0185,0.005871429486123998,0.175,0.07163503994113787
olmo2_13B_instruct,spoon,size,width,millimeters,49.5,6.6688592885535005,155.0,45.595475306449565
olmo2_13B_instruct,spoon,temperature,temperature,celsius,-44.27894736842105,55.82114870973952,224.42105263157896,67.93977381105323
olmo2_13B_instruct,spoon,temperature,temperature,fahrenheit,51.8,72.4486024709932,429.1,80.63491473105313
olmo2_13B_instruct,spoon,temperature,temperature,kelvin,298.04499999999996,6.077111935260391,677.4875,272.80082954178164
olmo2_13B_instruct,spoon,value,monetary_value,US dollars,0.375,0.32747036828583925,26.0,16.670175069329815
olmo2_13B_instruct,spoon,value,monetary_value,euros,0.445,0.20894471693929498,25.25,19.29514528525109
olmo2_13B_instruct,spoon,value,monetary_value,pounds,0.0615,0.04498830257323622,6.716500000000001,22.125670082032485
olmo2_13B_instruct,spoon,weight,weight,grams,4.525,1.576763841076499,23.75,3.1933318682925247
olmo2_13B_instruct,spoon,weight,weight,kilograms,2.9185,4.940015208798238,15.837,34.57198106468361
olmo2_13B_instruct,spoon,weight,weight,ounces,0.286,0.19741487172689745,3.085,2.8316398447765767
olmo2_13B_instruct,spoon,weight,weight,pounds,0.07200000000000001,0.04514304749174679,0.772,1.267594489367039
olmo2_13B_instruct,sports ball,size,height,centimeters,10.187222222222223,12.12992595174312,33.79666666666667,25.068979659660474
olmo2_13B_instruct,sports ball,size,height,feet,10.055555555555555,10.641053807954872,26.22222222222222,5.174093334108437
olmo2_13B_instruct,sports ball,size,height,inches,20.9,5.575699153705442,26.445,6.04095452548249
olmo2_13B_instruct,sports ball,size,height,meters,0.019,0.053695045346259296,0.6635,0.12654414665495822
