model,concept,domain,ctx_true_mean,ctx_true_std,runs
qwen2.5:1.5b,mouse,shape,1.0,0.0,11
qwen2.5:1.5b,mouse,size,0.0,0.0,11
qwen2.5:1.5b,mouse,temperature,0.09090909090909091,0.30151134457776363,11
qwen2.5:1.5b,mouse,texture,0.18181818181818182,0.40451991747794525,11
qwen2.5:1.5b,mouse,value,0.5454545454545454,0.5222329678670935,11
qwen2.5:1.5b,mouse,weight,0.45454545454545453,0.5222329678670935,11
qwen2.5:1.5b,orange,colour,0.0,,1
qwen2.5:1.5b,orange,context,1.0,,1
qwen2.5:1.5b,orange,disposition,0.0,,1
qwen2.5:1.5b,orange,function,0.0,,1
qwen2.5:1.5b,orange,location,0.0,,1
qwen2.5:1.5b,orange,material,0.0,,1
qwen2.5:1.5b,orange,pattern,0.0,,1
qwen2.5:1.5b,orange,scenario,1.0,,1
qwen2.5:1.5b,orange,shape,1.0,,1
qwen2.5:1.5b,orange,size,1.0,,1
qwen2.5:1.5b,orange,temperature,1.0,,1
qwen2.5:1.5b,orange,texture,1.0,,1
qwen2.5:1.5b,orange,value,0.0,,1
qwen2.5:1.5b,orange,weight,0.0,,1
qwen2.5:1.5b,oven,color,0.0,0.0,4
qwen2.5:1.5b,oven,colour,0.0,0.0,9
qwen2.5:1.5b,oven,context,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,oven,disposition,0.07692307692307693,0.2773500981126145,13
qwen2.5:1.5b,oven,function,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,oven,location,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,oven,material,1.0,0.0,13
qwen2.5:1.5b,oven,pattern,0.07692307692307693,0.2773500981126145,13
qwen2.5:1.5b,oven,scenario,0.07692307692307693,0.2773500981126145,13
qwen2.5:1.5b,oven,shape,0.6923076923076923,0.4803844614152614,13
qwen2.5:1.5b,oven,size,0.38461538461538464,0.5063696835418333,13
qwen2.5:1.5b,oven,temperature,1.0,0.0,13
qwen2.5:1.5b,oven,texture,0.0,0.0,13
qwen2.5:1.5b,oven,value,0.0,0.0,13
qwen2.5:1.5b,oven,weight,0.07692307692307693,0.2773500981126146,13
qwen2.5:1.5b,parking meter,color,0.0,0.0,3
qwen2.5:1.5b,parking meter,colour,0.0,0.0,10
qwen2.5:1.5b,parking meter,context,0.7692307692307693,0.4385290096535146,13
qwen2.5:1.5b,parking meter,disposition,0.15384615384615385,0.3755338080994054,13
qwen2.5:1.5b,parking meter,function,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,parking meter,location,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,parking meter,material,1.0,0.0,13
qwen2.5:1.5b,parking meter,pattern,0.23076923076923078,0.4385290096535146,13
qwen2.5:1.5b,parking meter,scenario,0.07692307692307693,0.2773500981126146,13
qwen2.5:1.5b,parking meter,shape,0.5384615384615384,0.5188745216627708,13
qwen2.5:1.5b,parking meter,size,0.15384615384615385,0.3755338080994054,13
qwen2.5:1.5b,parking meter,temperature,0.0,0.0,13
qwen2.5:1.5b,parking meter,texture,0.0,0.0,13
qwen2.5:1.5b,parking meter,value,1.0,0.0,13
qwen2.5:1.5b,parking meter,weight,0.23076923076923078,0.4385290096535146,13
qwen2.5:1.5b,person,color,0.0,,1
qwen2.5:1.5b,person,colour,0.0,0.0,9
qwen2.5:1.5b,person,context,0.7,0.48304589153964794,10
qwen2.5:1.5b,person,disposition,0.4,0.5163977794943222,10
qwen2.5:1.5b,person,function,0.6,0.5163977794943222,10
qwen2.5:1.5b,person,location,0.6,0.5163977794943222,10
qwen2.5:1.5b,person,material,0.4,0.5163977794943222,10
qwen2.5:1.5b,person,pattern,0.3,0.48304589153964794,10
qwen2.5:1.5b,person,scenario,0.5,0.5270462766947299,10
qwen2.5:1.5b,person,shape,0.9,0.31622776601683794,10
qwen2.5:1.5b,person,size,0.6,0.5163977794943222,10
qwen2.5:1.5b,person,temperature,0.2,0.42163702135578396,10
qwen2.5:1.5b,person,texture,0.5,0.5270462766947299,10
qwen2.5:1.5b,person,value,0.7,0.48304589153964794,10
qwen2.5:1.5b,person,weight,0.3,0.4830458915396479,10
qwen2.5:1.5b,pizza,color,0.0,,1
qwen2.5:1.5b,pizza,colour,0.0,0.0,3
qwen2.5:1.5b,pizza,context,1.0,0.0,4
qwen2.5:1.5b,pizza,disposition,0.0,0.0,4
qwen2.5:1.5b,pizza,function,0.75,0.5,4
qwen2.5:1.5b,pizza,location,0.5,0.5773502691896257,4
qwen2.5:1.5b,pizza,material,0.5,0.5773502691896257,4
qwen2.5:1.5b,pizza,pattern,0.0,0.0,4
qwen2.5:1.5b,pizza,scenario,0.5,0.5773502691896257,4
qwen2.5:1.5b,pizza,shape,1.0,0.0,4
qwen2.5:1.5b,pizza,size,1.0,0.0,4
qwen2.5:1.5b,pizza,temperature,0.75,0.5,4
qwen2.5:1.5b,pizza,texture,0.75,0.5,4
qwen2.5:1.5b,pizza,value,0.25,0.5,4
qwen2.5:1.5b,pizza,weight,0.0,0.0,4
qwen2.5:1.5b,potted plant,colour,0.38461538461538464,0.5063696835418333,13
qwen2.5:1.5b,potted plant,context,0.7692307692307693,0.4385290096535146,13
qwen2.5:1.5b,potted plant,disposition,0.23076923076923078,0.43852900965351466,13
qwen2.5:1.5b,potted plant,function,0.7692307692307693,0.4385290096535146,13
qwen2.5:1.5b,potted plant,location,0.8461538461538461,0.3755338080994054,13
qwen2.5:1.5b,potted plant,material,0.7692307692307693,0.4385290096535146,13
qwen2.5:1.5b,potted plant,pattern,0.23076923076923078,0.43852900965351466,13
qwen2.5:1.5b,potted plant,scenario,0.46153846153846156,0.5188745216627708,13
qwen2.5:1.5b,potted plant,shape,0.46153846153846156,0.5188745216627708,13
qwen2.5:1.5b,potted plant,size,0.3076923076923077,0.4803844614152614,13
qwen2.5:1.5b,potted plant,temperature,0.46153846153846156,0.5188745216627708,13
qwen2.5:1.5b,potted plant,texture,0.15384615384615385,0.3755338080994054,13
qwen2.5:1.5b,potted plant,value,0.3076923076923077,0.4803844614152614,13
qwen2.5:1.5b,potted plant,weight,0.23076923076923078,0.4385290096535146,13
qwen2.5:1.5b,refrigerator,colour,0.5,0.5477225575051661,6
qwen2.5:1.5b,refrigerator,context,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,refrigerator,disposition,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,refrigerator,function,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,refrigerator,location,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,refrigerator,material,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,refrigerator,pattern,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,refrigerator,scenario,0.5,0.5477225575051662,6
qwen2.5:1.5b,refrigerator,shape,0.5,0.5477225575051661,6
qwen2.5:1.5b,refrigerator,size,0.3333333333333333,0.5163977794943222,6
qwen2.5:1.5b,refrigerator,temperature,1.0,0.0,6
qwen2.5:1.5b,refrigerator,texture,0.3333333333333333,0.5163977794943223,6
qwen2.5:1.5b,refrigerator,value,0.0,0.0,6
qwen2.5:1.5b,refrigerator,weight,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,remote,colour,0.0,0.0,8
qwen2.5:1.5b,remote,context,0.75,0.4629100498862757,8
qwen2.5:1.5b,remote,disposition,0.375,0.5175491695067657,8
qwen2.5:1.5b,remote,function,0.875,0.3535533905932738,8
qwen2.5:1.5b,remote,location,0.75,0.46291004988627577,8
qwen2.5:1.5b,remote,material,1.0,0.0,8
qwen2.5:1.5b,remote,pattern,0.25,0.4629100498862757,8
qwen2.5:1.5b,remote,scenario,0.25,0.4629100498862757,8
qwen2.5:1.5b,remote,shape,0.875,0.3535533905932738,8
qwen2.5:1.5b,remote,size,0.5,0.5345224838248488,8
qwen2.5:1.5b,remote,temperature,0.0,0.0,8
qwen2.5:1.5b,remote,texture,0.125,0.3535533905932738,8
qwen2.5:1.5b,remote,value,0.75,0.4629100498862757,8
qwen2.5:1.5b,remote,weight,0.25,0.4629100498862757,8
qwen2.5:1.5b,sandwich,colour,0.0,0.0,6
qwen2.5:1.5b,sandwich,context,0.6666666666666666,0.5163977794943222,6
qwen2.5:1.5b,sandwich,disposition,0.5,0.5477225575051661,6
qwen2.5:1.5b,sandwich,function,0.5,0.5477225575051661,6
qwen2.5:1.5b,sandwich,location,0.5,0.5477225575051662,6
qwen2.5:1.5b,sandwich,material,0.6666666666666666,0.5163977794943222,6
qwen2.5:1.5b,sandwich,pattern,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,sandwich,scenario,0.5,0.5477225575051661,6
qwen2.5:1.5b,sandwich,shape,1.0,0.0,6
qwen2.5:1.5b,sandwich,size,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,sandwich,temperature,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,sandwich,texture,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,sandwich,value,0.3333333333333333,0.5163977794943223,6
qwen2.5:1.5b,sandwich,weight,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,scissors,color,0.0,,1
qwen2.5:1.5b,scissors,colour,0.0,0.0,8
qwen2.5:1.5b,scissors,context,0.4444444444444444,0.5270462766947299,9
qwen2.5:1.5b,scissors,disposition,0.4444444444444444,0.5270462766947299,9
qwen2.5:1.5b,scissors,function,1.0,0.0,9
qwen2.5:1.5b,scissors,location,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,scissors,material,0.8888888888888888,0.3333333333333333,9
qwen2.5:1.5b,scissors,pattern,0.2222222222222222,0.44095855184409843,9
qwen2.5:1.5b,scissors,scenario,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,scissors,shape,1.0,0.0,9
qwen2.5:1.5b,scissors,size,0.2222222222222222,0.4409585518440985,9
qwen2.5:1.5b,scissors,temperature,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,scissors,texture,0.2222222222222222,0.44095855184409843,9
qwen2.5:1.5b,scissors,value,0.6666666666666666,0.5,9
qwen2.5:1.5b,scissors,weight,0.7777777777777778,0.44095855184409843,9
qwen2.5:1.5b,sheep,color,1.0,,1
qwen2.5:1.5b,sheep,colour,0.14285714285714285,0.3631365196012814,14
qwen2.5:1.5b,sheep,context,0.6,0.50709255283711,15
qwen2.5:1.5b,sheep,disposition,0.3333333333333333,0.4879500364742666,15
qwen2.5:1.5b,sheep,function,0.6,0.50709255283711,15
qwen2.5:1.5b,sheep,location,0.4,0.50709255283711,15
qwen2.5:1.5b,sheep,material,0.4666666666666667,0.5163977794943222,15
qwen2.5:1.5b,sheep,pattern,0.3333333333333333,0.4879500364742666,15
qwen2.5:1.5b,sheep,scenario,0.6,0.50709255283711,15
qwen2.5:1.5b,sheep,shape,0.5333333333333333,0.5163977794943222,15
qwen2.5:1.5b,sheep,size,0.4,0.50709255283711,15
qwen2.5:1.5b,sheep,temperature,0.4,0.50709255283711,15
qwen2.5:1.5b,sheep,texture,0.6,0.50709255283711,15
qwen2.5:1.5b,sheep,value,0.4,0.50709255283711,15
qwen2.5:1.5b,sheep,weight,0.3333333333333333,0.4879500364742666,15
qwen2.5:1.5b,sink,colour,0.0,0.0,5
qwen2.5:1.5b,sink,context,0.8,0.4472135954999579,5
qwen2.5:1.5b,sink,disposition,0.2,0.447213595499958,5
qwen2.5:1.5b,sink,function,1.0,0.0,5
qwen2.5:1.5b,sink,location,0.8,0.4472135954999579,5
qwen2.5:1.5b,sink,material,1.0,0.0,5
qwen2.5:1.5b,sink,pattern,0.0,0.0,5
qwen2.5:1.5b,sink,scenario,0.0,0.0,5
qwen2.5:1.5b,sink,shape,0.8,0.4472135954999579,5
qwen2.5:1.5b,sink,size,0.2,0.447213595499958,5
qwen2.5:1.5b,sink,temperature,0.0,0.0,5
qwen2.5:1.5b,sink,texture,0.0,0.0,5
qwen2.5:1.5b,sink,value,0.6,0.5477225575051661,5
qwen2.5:1.5b,sink,weight,0.2,0.4472135954999579,5
qwen2.5:1.5b,skateboard,color,0.0,0.0,3
qwen2.5:1.5b,skateboard,colour,0.0,0.0,11
qwen2.5:1.5b,skateboard,context,0.7142857142857143,0.4688072309384954,14
qwen2.5:1.5b,skateboard,disposition,0.2857142857142857,0.4688072309384954,14
qwen2.5:1.5b,skateboard,function,0.8571428571428571,0.3631365196012814,14
qwen2.5:1.5b,skateboard,location,0.0,0.0,14
qwen2.5:1.5b,skateboard,material,0.5714285714285714,0.5135525910130955,14
qwen2.5:1.5b,skateboard,pattern,0.2857142857142857,0.4688072309384954,14
qwen2.5:1.5b,skateboard,scenario,0.5,0.5188745216627708,14
qwen2.5:1.5b,skateboard,shape,1.0,0.0,14
qwen2.5:1.5b,skateboard,size,0.14285714285714285,0.36313651960128146,14
qwen2.5:1.5b,skateboard,temperature,0.0,0.0,14
qwen2.5:1.5b,skateboard,texture,1.0,0.0,14
qwen2.5:1.5b,skateboard,value,0.5714285714285714,0.5135525910130955,14
qwen2.5:1.5b,skateboard,weight,0.7857142857142857,0.4258153136263201,14
qwen2.5:1.5b,snowboard,color,0.0,,1
qwen2.5:1.5b,snowboard,colour,0.0,0.0,5
qwen2.5:1.5b,snowboard,context,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,snowboard,disposition,0.3333333333333333,0.5163977794943223,6
qwen2.5:1.5b,snowboard,function,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,snowboard,location,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,snowboard,material,0.6666666666666666,0.5163977794943223,6
qwen2.5:1.5b,snowboard,pattern,0.3333333333333333,0.5163977794943223,6
qwen2.5:1.5b,snowboard,scenario,0.5,0.5477225575051661,6
qwen2.5:1.5b,snowboard,shape,1.0,0.0,6
qwen2.5:1.5b,snowboard,size,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,snowboard,temperature,0.16666666666666666,0.408248290463863,6
qwen2.5:1.5b,snowboard,texture,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,snowboard,value,0.5,0.5477225575051661,6
qwen2.5:1.5b,snowboard,weight,0.8333333333333334,0.408248290463863,6
qwen2.5:1.5b,spoon,color,0.0,,1
qwen2.5:1.5b,spoon,colour,0.0,0.0,8
qwen2.5:1.5b,spoon,context,0.3333333333333333,0.5,9
qwen2.5:1.5b,spoon,disposition,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,spoon,function,1.0,0.0,9
qwen2.5:1.5b,spoon,location,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,spoon,material,0.8888888888888888,0.3333333333333333,9
qwen2.5:1.5b,spoon,pattern,0.0,0.0,9
qwen2.5:1.5b,spoon,scenario,0.1111111111111111,0.3333333333333333,9
qwen2.5:1.5b,spoon,shape,1.0,0.0,9
qwen2.5:1.5b,spoon,size,0.1111111111111111,0.33333333333333337,9
qwen2.5:1.5b,spoon,temperature,0.2222222222222222,0.4409585518440985,9
qwen2.5:1.5b,spoon,texture,0.8888888888888888,0.3333333333333333,9
qwen2.5:1.5b,spoon,value,0.3333333333333333,0.5,9
qwen2.5:1.5b,spoon,weight,0.5555555555555556,0.5270462766947299,9
qwen2.5:1.5b,stop sign,color,0.0,,1
qwen2.5:1.5b,stop sign,colour,0.08333333333333333,0.2886751345948129,12
qwen2.5:1.5b,stop sign,context,0.6153846153846154,0.5063696835418333,13
qwen2.5:1.5b,stop sign,disposition,0.38461538461538464,0.5063696835418333,13
qwen2.5:1.5b,stop sign,function,0.6153846153846154,0.5063696835418333,13
qwen2.5:1.5b,stop sign,location,0.6153846153846154,0.5063696835418333,13
qwen2.5:1.5b,stop sign,material,0.9230769230769231,0.2773500981126145,13
qwen2.5:1.5b,stop sign,pattern,0.38461538461538464,0.5063696835418333,13
qwen2.5:1.5b,stop sign,scenario,0.07692307692307693,0.2773500981126145,13
qwen2.5:1.5b,stop sign,shape,1.0,0.0,13
qwen2.5:1.5b,stop sign,size,0.5384615384615384,0.5188745216627708,13
qwen2.5:1.5b,stop sign,temperature,0.0,0.0,13
qwen2.5:1.5b,stop sign,texture,0.15384615384615385,0.3755338080994054,13
qwen2.5:1.5b,stop sign,value,0.46153846153846156,0.5188745216627708,13
qwen2.5:1.5b,stop sign,weight,0.0,0.0,13
qwen2.5:1.5b,suitcase,colour,0.0,0.0,11
qwen2.5:1.5b,suitcase,context,0.7272727272727273,0.4670993664969138,11
qwen2.5:1.5b,suitcase,disposition,0.18181818181818182,0.40451991747794525,11
qwen2.5:1.5b,suitcase,function,0.8181818181818182,0.40451991747794525,11
qwen2.5:1.5b,suitcase,location,0.09090909090909091,0.30151134457776363,11
qwen2.5:1.5b,suitcase,material,0.6363636363636364,0.504524979109513,11
qwen2.5:1.5b,suitcase,pattern,0.18181818181818182,0.40451991747794525,11
qwen2.5:1.5b,suitcase,scenario,0.2727272727272727,0.4670993664969138,11
qwen2.5:1.5b,suitcase,shape,1.0,0.0,11
qwen2.5:1.5b,suitcase,size,0.18181818181818182,0.40451991747794525,11
qwen2.5:1.5b,suitcase,temperature,0.18181818181818182,0.40451991747794525,11
qwen2.5:1.5b,suitcase,texture,0.5454545454545454,0.5222329678670935,11
qwen2.5:1.5b,suitcase,value,0.6363636363636364,0.504524979109513,11
qwen2.5:1.5b,suitcase,weight,0.8181818181818182,0.40451991747794525,11
qwen2.5:1.5b,surfboard,colour,0.0,0.0,4
qwen2.5:1.5b,surfboard,context,0.75,0.5,4
qwen2.5:1.5b,surfboard,disposition,0.25,0.5,4
qwen2.5:1.5b,surfboard,function,0.75,0.5,4
qwen2.5:1.5b,surfboard,location,0.25,0.5,4
qwen2.5:1.5b,surfboard,material,1.0,0.0,4
qwen2.5:1.5b,surfboard,pattern,0.25,0.5,4
qwen2.5:1.5b,surfboard,scenario,0.0,0.0,4
qwen2.5:1.5b,surfboard,shape,1.0,0.0,4
qwen2.5:1.5b,surfboard,size,0.25,0.5,4
qwen2.5:1.5b,surfboard,temperature,0.0,0.0,4
qwen2.5:1.5b,surfboard,texture,0.5,0.5773502691896257,4
qwen2.5:1.5b,surfboard,value,0.75,0.5,4
qwen2.5:1.5b,surfboard,weight,0.75,0.5,4
qwen2.5:1.5b,teddy bear,colour,0.2,0.447213595499958,5
qwen2.5:1.5b,teddy bear,context,0.2,0.447213595499958,5
qwen2.5:1.5b,teddy bear,disposition,0.6,0.5477225575051661,5
qwen2.5:1.5b,teddy bear,function,0.6,0.5477225575051661,5
qwen2.5:1.5b,teddy bear,location,0.2,0.447213595499958,5
qwen2.5:1.5b,teddy bear,material,1.0,0.0,5
qwen2.5:1.5b,teddy bear,pattern,0.4,0.5477225575051661,5
qwen2.5:1.5b,teddy bear,scenario,0.0,0.0,5
qwen2.5:1.5b,teddy bear,shape,1.0,0.0,5
qwen2.5:1.5b,teddy bear,size,0.8,0.4472135954999579,5
qwen2.5:1.5b,teddy bear,temperature,0.2,0.447213595499958,5
qwen2.5:1.5b,teddy bear,texture,1.0,0.0,5
qwen2.5:1.5b,teddy bear,value,0.8,0.4472135954999579,5
qwen2.5:1.5b,teddy bear,weight,0.4,0.5477225575051661,5
qwen2.5:1.5b,tennis racket,colour,0.0,0.0,4
qwen2.5:1.5b,tennis racket,context,0.5,0.5773502691896257,4
qwen2.5:1.5b,tennis racket,disposition,0.5,0.5773502691896257,4
qwen2.5:1.5b,tennis racket,function,0.75,0.5,4
qwen2.5:1.5b,tennis racket,location,0.0,0.0,4
qwen2.5:1.5b,tennis racket,material,1.0,0.0,4
qwen2.5:1.5b,tennis racket,pattern,0.5,0.5773502691896257,4
qwen2.5:1.5b,tennis racket,scenario,0.0,0.0,4
qwen2.5:1.5b,tennis racket,shape,1.0,0.0,4
qwen2.5:1.5b,tennis racket,size,0.75,0.5,4
qwen2.5:1.5b,tennis racket,temperature,0.25,0.5,4
qwen2.5:1.5b,tennis racket,texture,0.75,0.5,4
qwen2.5:1.5b,tennis racket,value,0.75,0.5,4
qwen2.5:1.5b,tennis racket,weight,0.75,0.5,4
qwen2.5:1.5b,tie,colour,0.0,0.0,8
qwen2.5:1.5b,tie,context,0.25,0.46291004988627577,8
qwen2.5:1.5b,tie,disposition,0.75,0.4629100498862757,8
qwen2.5:1.5b,tie,function,0.5,0.5345224838248488,8
qwen2.5:1.5b,tie,location,0.375,0.5175491695067657,8
qwen2.5:1.5b,tie,material,0.875,0.3535533905932738,8
qwen2.5:1.5b,tie,pattern,0.75,0.4629100498862757,8
qwen2.5:1.5b,tie,scenario,0.25,0.46291004988627577,8
qwen2.5:1.5b,tie,shape,1.0,0.0,8
qwen2.5:1.5b,tie,size,0.5,0.5345224838248488,8
qwen2.5:1.5b,tie,temperature,0.125,0.3535533905932738,8
qwen2.5:1.5b,tie,texture,0.375,0.5175491695067657,8
qwen2.5:1.5b,tie,value,0.75,0.4629100498862757,8
qwen2.5:1.5b,tie,weight,0.625,0.5175491695067657,8
qwen2.5:1.5b,toaster,color,0.0,,1
qwen2.5:1.5b,toaster,colour,0.0,0.0,13
qwen2.5:1.5b,toaster,context,0.5714285714285714,0.5135525910130955,14
qwen2.5:1.5b,toaster,disposition,0.42857142857142855,0.5135525910130955,14
qwen2.5:1.5b,toaster,function,1.0,0.0,14
qwen2.5:1.5b,toaster,location,0.5714285714285714,0.5135525910130955,14
qwen2.5:1.5b,toaster,material,1.0,0.0,14
qwen2.5:1.5b,toaster,pattern,0.2857142857142857,0.4688072309384954,14
qwen2.5:1.5b,toaster,scenario,0.14285714285714285,0.36313651960128146,14
qwen2.5:1.5b,toaster,shape,0.9285714285714286,0.2672612419124244,14
qwen2.5:1.5b,toaster,size,0.14285714285714285,0.36313651960128146,14
qwen2.5:1.5b,toaster,temperature,0.6428571428571429,0.4972451580988469,14
qwen2.5:1.5b,toaster,texture,0.21428571428571427,0.42581531362632,14
qwen2.5:1.5b,toaster,value,0.35714285714285715,0.4972451580988469,14
qwen2.5:1.5b,toaster,weight,0.5,0.5188745216627708,14
qwen2.5:1.5b,toilet,color,0.0,,1
qwen2.5:1.5b,toilet,colour,0.0,0.0,9
qwen2.5:1.5b,toilet,context,0.8,0.4216370213557839,10
qwen2.5:1.5b,toilet,disposition,0.2,0.4216370213557839,10
qwen2.5:1.5b,toilet,function,1.0,0.0,10
qwen2.5:1.5b,toilet,location,0.8,0.4216370213557839,10
qwen2.5:1.5b,toilet,material,0.9,0.31622776601683794,10
qwen2.5:1.5b,toilet,pattern,0.2,0.4216370213557839,10
qwen2.5:1.5b,toilet,scenario,0.3,0.48304589153964794,10
qwen2.5:1.5b,toilet,shape,0.9,0.31622776601683794,10
qwen2.5:1.5b,toilet,size,0.3,0.48304589153964794,10
qwen2.5:1.5b,toilet,temperature,0.2,0.4216370213557839,10
qwen2.5:1.5b,toilet,texture,0.1,0.31622776601683794,10
qwen2.5:1.5b,toilet,value,0.6,0.5163977794943222,10
qwen2.5:1.5b,toilet,weight,0.3,0.48304589153964794,10
qwen2.5:1.5b,traffic light,colour,1.0,0.0,4
qwen2.5:1.5b,traffic light,context,0.5,0.5773502691896257,4
qwen2.5:1.5b,traffic light,disposition,0.5,0.5773502691896257,4
qwen2.5:1.5b,traffic light,function,1.0,0.0,4
qwen2.5:1.5b,traffic light,location,1.0,0.0,4
qwen2.5:1.5b,traffic light,material,0.75,0.5,4
qwen2.5:1.5b,traffic light,pattern,0.5,0.5773502691896257,4
qwen2.5:1.5b,traffic light,scenario,0.25,0.5,4
qwen2.5:1.5b,traffic light,shape,0.25,0.5,4
qwen2.5:1.5b,traffic light,size,0.0,0.0,4
qwen2.5:1.5b,traffic light,temperature,0.25,0.5,4
qwen2.5:1.5b,traffic light,texture,0.0,0.0,4
qwen2.5:1.5b,traffic light,value,0.75,0.5,4
qwen2.5:1.5b,traffic light,weight,0.0,0.0,4
qwen2.5:1.5b,train,color,0.0,,1
qwen2.5:1.5b,train,colour,0.0,0.0,15
qwen2.5:1.5b,train,context,0.5625,0.51234753829798,16
qwen2.5:1.5b,train,disposition,0.4375,0.5123475382979799,16
qwen2.5:1.5b,train,function,0.6875,0.4787135538781691,16
qwen2.5:1.5b,train,location,0.8125,0.4031128874149275,16
qwen2.5:1.5b,train,material,1.0,0.0,16
qwen2.5:1.5b,train,pattern,0.5,0.5163977794943222,16
qwen2.5:1.5b,train,scenario,0.125,0.3415650255319866,16
qwen2.5:1.5b,train,shape,0.9375,0.24999999999999997,16
qwen2.5:1.5b,train,size,0.5,0.5163977794943222,16
qwen2.5:1.5b,train,temperature,0.125,0.3415650255319866,16
qwen2.5:1.5b,train,texture,0.0625,0.25,16
qwen2.5:1.5b,train,value,0.625,0.5,16
qwen2.5:1.5b,train,weight,0.5,0.5163977794943222,16
qwen2.5:1.5b,truck,color,1.0,,1
qwen2.5:1.5b,truck,colour,0.23076923076923078,0.4385290096535146,13
qwen2.5:1.5b,truck,context,0.7142857142857143,0.46880723093849547,14
qwen2.5:1.5b,truck,disposition,0.35714285714285715,0.4972451580988469,14
qwen2.5:1.5b,truck,function,0.9285714285714286,0.2672612419124244,14
qwen2.5:1.5b,truck,location,0.35714285714285715,0.49724515809884695,14
qwen2.5:1.5b,truck,material,0.6428571428571429,0.4972451580988469,14
qwen2.5:1.5b,truck,pattern,0.42857142857142855,0.5135525910130955,14
qwen2.5:1.5b,truck,scenario,0.5,0.5188745216627708,14
qwen2.5:1.5b,truck,shape,0.7857142857142857,0.42581531362632,14
qwen2.5:1.5b,truck,size,0.42857142857142855,0.5135525910130955,14
qwen2.5:1.5b,truck,temperature,0.2857142857142857,0.46880723093849547,14
qwen2.5:1.5b,truck,texture,0.6428571428571429,0.4972451580988469,14
qwen2.5:1.5b,truck,value,0.7142857142857143,0.46880723093849547,14
qwen2.5:1.5b,truck,weight,0.42857142857142855,0.5135525910130955,14
qwen2.5:1.5b,umbrella,color,0.5,0.7071067811865476,2
qwen2.5:1.5b,umbrella,colour,0.125,0.3535533905932738,8
qwen2.5:1.5b,umbrella,context,0.6,0.5163977794943222,10
qwen2.5:1.5b,umbrella,disposition,0.4,0.5163977794943222,10
qwen2.5:1.5b,umbrella,function,0.8,0.4216370213557839,10
qwen2.5:1.5b,umbrella,location,0.5,0.5270462766947299,10
qwen2.5:1.5b,umbrella,material,0.9,0.31622776601683794,10
qwen2.5:1.5b,umbrella,pattern,0.5,0.5270462766947299,10
qwen2.5:1.5b,umbrella,scenario,0.2,0.4216370213557839,10
qwen2.5:1.5b,umbrella,shape,0.8,0.4216370213557839,10
qwen2.5:1.5b,umbrella,size,0.6,0.5163977794943222,10
qwen2.5:1.5b,umbrella,temperature,0.0,0.0,10
qwen2.5:1.5b,umbrella,texture,0.6,0.5163977794943222,10
qwen2.5:1.5b,umbrella,value,1.0,0.0,10
qwen2.5:1.5b,umbrella,weight,0.9,0.31622776601683794,10
qwen2.5:1.5b,vase,color,0.0,,1
qwen2.5:1.5b,vase,colour,0.0,0.0,2
qwen2.5:1.5b,vase,context,0.6666666666666666,0.5773502691896258,3
qwen2.5:1.5b,vase,disposition,0.0,0.0,3
qwen2.5:1.5b,vase,function,1.0,0.0,3
qwen2.5:1.5b,vase,location,0.0,0.0,3
qwen2.5:1.5b,vase,material,0.6666666666666666,0.5773502691896258,3
qwen2.5:1.5b,vase,pattern,0.3333333333333333,0.5773502691896258,3
qwen2.5:1.5b,vase,scenario,0.3333333333333333,0.5773502691896258,3
qwen2.5:1.5b,vase,shape,1.0,0.0,3
qwen2.5:1.5b,vase,size,0.0,0.0,3
qwen2.5:1.5b,vase,temperature,0.0,0.0,3
qwen2.5:1.5b,vase,texture,0.3333333333333333,0.5773502691896258,3
qwen2.5:1.5b,vase,value,0.6666666666666666,0.5773502691896258,3
qwen2.5:1.5b,vase,weight,0.0,0.0,3
