model,emotion,definition_1,definition_2,dimension,mean_def1,mean_def2,diff,t_stat,p_val,significant
openai_gpt-5,apprehension,cambridge,sentiwordnet,potency,0.29275,0.28450000000000003,0.00824999999999998,1.6588,0.1013,False
openai_gpt-5,apprehension,cambridge,sentiwordnet,unpredictability,0.699,0.6910000000000001,0.007999999999999896,0.5896,0.559,False
openai_gpt-5,apprehension,cambridge,sentiwordnet,valence,-0.6124999999999999,-0.6355,0.02300000000000002,2.1911,0.0355,True
openai_gpt-5,awe,cambridge,sentiwordnet,activity,0.6082500000000001,0.6134999999999999,-0.005249999999999866,-0.6086,0.5446,False
openai_gpt-5,awe,cambridge,sentiwordnet,arousal,0.693,0.7,-0.007000000000000006,-0.8647,0.39,False
openai_gpt-5,awe,cambridge,sentiwordnet,dominance,-0.5725,-0.6074999999999999,0.03499999999999992,2.404,0.0212,True
openai_gpt-5,awe,cambridge,sentiwordnet,evaluation,0.29375,0.505,-0.21125,-12.9529,0.0,True
openai_gpt-5,awe,cambridge,sentiwordnet,pleasure,0.27999999999999997,0.5075,-0.22749999999999998,-9.3833,0.0,True
openai_gpt-5,awe,cambridge,sentiwordnet,potency,0.29275,0.2665,0.026249999999999996,3.5964,0.0006,True
openai_gpt-5,awe,cambridge,sentiwordnet,unpredictability,0.732,0.75,-0.018000000000000016,-1.4056,0.1688,False
openai_gpt-5,awe,cambridge,sentiwordnet,valence,0.2675,0.49250000000000005,-0.22500000000000003,-9.0914,0.0,True
openai_gpt-5,boredom,cambridge,sentiwordnet,activity,0.22949999999999998,0.2365,-0.007000000000000006,-0.9708,0.3346,False
openai_gpt-5,boredom,cambridge,sentiwordnet,arousal,0.229,0.21675,0.012250000000000011,2.0624,0.0429,True
openai_gpt-5,boredom,cambridge,sentiwordnet,dominance,-0.3805,-0.3655,-0.015000000000000013,-0.9507,0.3479,False
openai_gpt-5,boredom,cambridge,sentiwordnet,evaluation,-0.5290000000000001,-0.54125,0.012249999999999872,1.1118,0.2697,False
openai_gpt-5,boredom,cambridge,sentiwordnet,pleasure,-0.4605,-0.5,0.03949999999999998,2.1202,0.0416,True
openai_gpt-5,boredom,cambridge,sentiwordnet,potency,0.29775,0.2955,0.0022500000000000298,0.282,0.7787,False
openai_gpt-5,boredom,cambridge,sentiwordnet,unpredictability,0.22900000000000004,0.19000000000000003,0.03900000000000001,3.0342,0.0062,True
openai_gpt-5,boredom,cambridge,sentiwordnet,valence,-0.5205,-0.5135000000000001,-0.006999999999999895,-0.4476,0.6571,False
openai_gpt-5,contempt,cambridge,sentiwordnet,activity,0.34325,0.369,-0.025749999999999995,-3.4434,0.0009,True
openai_gpt-5,contempt,cambridge,sentiwordnet,arousal,0.372,0.39499999999999996,-0.022999999999999965,-2.8607,0.0056,True
openai_gpt-5,contempt,cambridge,sentiwordnet,dominance,0.6244999999999998,0.6235,0.0009999999999997788,0.0598,0.9527,False
openai_gpt-5,contempt,cambridge,sentiwordnet,evaluation,-0.725,-0.784,0.05900000000000005,5.8411,0.0,True
openai_gpt-5,contempt,cambridge,sentiwordnet,pleasure,-0.6199999999999999,-0.7234999999999999,0.10350000000000004,7.1848,0.0,True
openai_gpt-5,contempt,cambridge,sentiwordnet,potency,0.718,0.70875,0.00924999999999998,1.1196,0.2663,False
openai_gpt-5,contempt,cambridge,sentiwordnet,unpredictability,0.35000000000000003,0.4250000000000001,-0.07500000000000007,-2.4377,0.0206,True
openai_gpt-5,contempt,cambridge,sentiwordnet,valence,-0.7034999999999999,-0.771,0.06750000000000012,4.395,0.0001,True
openai_gpt-5,disappointment,cambridge,sentiwordnet,activity,0.33575,0.33799999999999997,-0.0022499999999999742,-0.5488,0.5847,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,arousal,0.33399999999999996,0.3365,-0.0025000000000000577,-0.5713,0.5694,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,dominance,-0.5080000000000001,-0.5429999999999999,0.03499999999999981,1.9901,0.0539,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,evaluation,-0.62725,-0.6165,-0.010749999999999926,-1.3147,0.1928,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,pleasure,-0.6125,-0.5974999999999999,-0.015000000000000124,-1.5508,0.1304,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,potency,0.30625,0.3135,-0.007249999999999979,-1.4798,0.143,False
openai_gpt-5,disappointment,cambridge,sentiwordnet,unpredictability,0.389,0.35750000000000004,0.03149999999999997,2.391,0.0219,True
openai_gpt-5,disappointment,cambridge,sentiwordnet,valence,-0.625,-0.6125,-0.012499999999999956,-1.4491,0.157,False
openai_gpt-5,disgust,cambridge,sentiwordnet,activity,0.6287499999999999,0.64225,-0.013500000000000068,-1.5257,0.1311,False
openai_gpt-5,disgust,cambridge,sentiwordnet,arousal,0.6727500000000001,0.6745000000000001,-0.0017500000000000293,-0.2053,0.8379,False
openai_gpt-5,disgust,cambridge,sentiwordnet,dominance,-0.211,-0.3785,0.1675,1.8932,0.0679,False
openai_gpt-5,disgust,cambridge,sentiwordnet,evaluation,-0.8752500000000001,-0.8835000000000001,0.00824999999999998,1.5376,0.1282,False
openai_gpt-5,disgust,cambridge,sentiwordnet,pleasure,-0.8525,-0.8574999999999999,0.004999999999999893,0.6325,0.5309,False
openai_gpt-5,disgust,cambridge,sentiwordnet,potency,0.38275000000000003,0.40225,-0.019499999999999962,-1.0313,0.3056,False
openai_gpt-5,disgust,cambridge,sentiwordnet,unpredictability,0.367,0.3255,0.04149999999999998,2.9716,0.0053,True
openai_gpt-5,disgust,cambridge,sentiwordnet,valence,-0.8425,-0.8524999999999998,0.009999999999999787,1.2649,0.2147,False
openai_gpt-5,distraction,cambridge,sentiwordnet,activity,0.3857499999999999,0.6082500000000001,-0.22250000000000014,-21.1435,0.0,True
openai_gpt-5,distraction,cambridge,sentiwordnet,arousal,0.39375,0.68225,-0.28850000000000003,-37.3983,0.0,True
openai_gpt-5,distraction,cambridge,sentiwordnet,dominance,-0.38150000000000006,-0.6064999999999998,0.22499999999999976,10.1779,0.0,True
openai_gpt-5,distraction,cambridge,sentiwordnet,evaluation,-0.60075,-0.67675,0.07599999999999996,6.6337,0.0,True
openai_gpt-5,distraction,cambridge,sentiwordnet,pleasure,-0.6325,-0.6834999999999999,0.050999999999999934,2.9756,0.0051,True
openai_gpt-5,distraction,cambridge,sentiwordnet,potency,0.33925,0.29874999999999996,0.040500000000000036,6.1023,0.0,True
openai_gpt-5,distraction,cambridge,sentiwordnet,unpredictability,0.6194999999999999,0.6945,-0.07500000000000007,-4.5513,0.0001,True
openai_gpt-5,distraction,cambridge,sentiwordnet,valence,-0.6164999999999999,-0.6619999999999999,0.045499999999999985,2.8108,0.0078,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,activity,0.8932500000000001,0.883,0.010250000000000092,2.0846,0.0405,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,arousal,0.94025,0.93,0.010249999999999981,2.9929,0.0038,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,dominance,0.43150000000000005,-0.5820000000000001,1.0135,19.0306,0.0,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,evaluation,0.9782500000000001,0.9647500000000001,0.013499999999999956,6.478,0.0,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,pleasure,0.9814999999999999,0.9715,0.009999999999999898,4.2438,0.0003,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,potency,0.782,0.723,0.05900000000000005,1.5608,0.1256,False
openai_gpt-5,ecstasy,cambridge,sentiwordnet,unpredictability,0.6794999999999999,0.731,-0.0515000000000001,-4.0101,0.0003,True
openai_gpt-5,ecstasy,cambridge,sentiwordnet,valence,0.9730000000000001,0.9570000000000001,0.016000000000000014,5.4795,0.0,True
openai_gpt-5,fear,cambridge,sentiwordnet,activity,0.8085000000000001,0.819,-0.010499999999999843,-1.6384,0.1054,False
openai_gpt-5,fear,cambridge,sentiwordnet,arousal,0.84575,0.85725,-0.011499999999999955,-3.4862,0.0009,True
openai_gpt-5,fear,cambridge,sentiwordnet,dominance,-0.6824999999999999,-0.6749999999999999,-0.007499999999999951,-0.4519,0.6543,False
openai_gpt-5,fear,cambridge,sentiwordnet,evaluation,-0.8150000000000001,-0.8012499999999999,-0.013750000000000151,-1.9391,0.0561,False
openai_gpt-5,fear,cambridge,sentiwordnet,pleasure,-0.78,-0.789,0.009000000000000008,0.8774,0.3858,False
openai_gpt-5,fear,cambridge,sentiwordnet,potency,0.21825,0.22675,-0.008500000000000008,-1.3163,0.1923,False
openai_gpt-5,fear,cambridge,sentiwordnet,unpredictability,0.633,0.5765,0.056499999999999995,3.1971,0.0034,True
openai_gpt-5,fear,cambridge,sentiwordnet,valence,-0.7725000000000001,-0.7875000000000002,0.015000000000000124,1.5253,0.1374,False
openai_gpt-5,grief,cambridge,sentiwordnet,activity,0.46725000000000005,0.5885,-0.12124999999999997,-4.297,0.0001,True
openai_gpt-5,grief,cambridge,sentiwordnet,arousal,0.37749999999999995,0.47074999999999995,-0.09325,-5.3404,0.0,True
openai_gpt-5,grief,cambridge,sentiwordnet,dominance,-0.7935000000000001,-0.759,-0.034500000000000086,-2.4137,0.0207,True
openai_gpt-5,grief,cambridge,sentiwordnet,evaluation,-0.9352499999999999,-0.9460000000000001,0.010750000000000148,2.9906,0.004,True
openai_gpt-5,grief,cambridge,sentiwordnet,pleasure,-0.9275,-0.9224999999999998,-0.0050000000000002265,-0.6549,0.5165,False
openai_gpt-5,grief,cambridge,sentiwordnet,potency,0.21100000000000002,0.20525000000000002,0.005750000000000005,1.0907,0.2799,False
openai_gpt-5,grief,cambridge,sentiwordnet,unpredictability,0.696,0.7325,-0.03650000000000009,-3.2941,0.0024,True
openai_gpt-5,grief,cambridge,sentiwordnet,valence,-0.9135,-0.9169999999999998,0.0034999999999998366,0.552,0.5844,False
openai_gpt-5,interest,cambridge,sentiwordnet,activity,0.54375,0.53125,0.012499999999999956,1.0633,0.291,False
openai_gpt-5,interest,cambridge,sentiwordnet,arousal,0.5965,0.593,0.0035000000000000586,0.664,0.5088,False
openai_gpt-5,interest,cambridge,sentiwordnet,dominance,0.29700000000000004,0.2695,0.027500000000000024,1.485,0.1458,False
openai_gpt-5,interest,cambridge,sentiwordnet,evaluation,0.471,0.44675000000000004,0.02424999999999994,2.476,0.0156,True
openai_gpt-5,interest,cambridge,sentiwordnet,pleasure,0.47800000000000004,0.41200000000000003,0.066,4.008,0.0003,True
openai_gpt-5,interest,cambridge,sentiwordnet,potency,0.50675,0.56175,-0.05499999999999994,-4.2403,0.0001,True
openai_gpt-5,interest,cambridge,sentiwordnet,unpredictability,0.5429999999999999,0.3665,0.17649999999999993,9.752,0.0,True
openai_gpt-5,interest,cambridge,sentiwordnet,valence,0.4805,0.43599999999999994,0.04450000000000004,2.0809,0.0443,True
openai_gpt-5,joy,cambridge,sentiwordnet,activity,0.7415,0.65125,0.09025000000000005,10.0924,0.0,True
openai_gpt-5,joy,cambridge,sentiwordnet,arousal,0.7877500000000001,0.731,0.05675000000000008,8.8979,0.0,True
openai_gpt-5,joy,cambridge,sentiwordnet,dominance,0.6235,0.5934999999999999,0.030000000000000138,1.2856,0.2066,False
openai_gpt-5,joy,cambridge,sentiwordnet,evaluation,0.94575,0.9324999999999999,0.013250000000000095,3.0877,0.003,True
openai_gpt-5,joy,cambridge,sentiwordnet,pleasure,0.9474999999999998,0.9389999999999998,0.008499999999999952,1.6283,0.1141,False
openai_gpt-5,joy,cambridge,sentiwordnet,potency,0.66875,0.66625,0.0024999999999999467,0.2182,0.8278,False
openai_gpt-5,joy,cambridge,sentiwordnet,unpredictability,0.34950000000000003,0.342,0.007500000000000007,0.5752,0.5686,False
openai_gpt-5,joy,cambridge,sentiwordnet,valence,0.9409999999999998,0.9399999999999998,0.0010000000000000009,0.1752,0.8619,False
openai_gpt-5,loathing,cambridge,sentiwordnet,activity,0.70975,0.733,-0.023249999999999993,-2.3621,0.0207,True
openai_gpt-5,loathing,cambridge,sentiwordnet,arousal,0.74475,0.7474999999999999,-0.002749999999999919,-0.2957,0.7683,False
openai_gpt-5,loathing,cambridge,sentiwordnet,dominance,0.161,0.294,-0.13299999999999998,-1.5883,0.1209,False
openai_gpt-5,loathing,cambridge,sentiwordnet,evaluation,-0.91525,-0.9264999999999999,0.011249999999999871,2.3989,0.0188,True
openai_gpt-5,loathing,cambridge,sentiwordnet,pleasure,-0.8909999999999998,-0.9125,0.021500000000000186,3.318,0.002,True
openai_gpt-5,loathing,cambridge,sentiwordnet,potency,0.698,0.7074999999999999,-0.009499999999999953,-0.7251,0.4708,False
openai_gpt-5,loathing,cambridge,sentiwordnet,unpredictability,0.31150000000000005,0.29,0.021500000000000075,1.8846,0.0673,False
openai_gpt-5,loathing,cambridge,sentiwordnet,valence,-0.9065,-0.8995,-0.007000000000000006,-1.0185,0.3149,False
openai_gpt-5,love,cambridge,sentiwordnet,activity,0.6495,0.5952500000000001,0.05424999999999991,4.0025,0.0001,True
openai_gpt-5,love,cambridge,sentiwordnet,arousal,0.6505000000000001,0.61625,0.034250000000000114,3.2124,0.0019,True
openai_gpt-5,love,cambridge,sentiwordnet,dominance,0.3785,0.3675,0.01100000000000001,0.3457,0.7317,False
openai_gpt-5,love,cambridge,sentiwordnet,evaluation,0.9039999999999999,0.89175,0.012249999999999872,2.9157,0.0047,True
openai_gpt-5,love,cambridge,sentiwordnet,pleasure,0.8974999999999997,0.8695,0.027999999999999692,4.1061,0.0002,True
openai_gpt-5,love,cambridge,sentiwordnet,potency,0.62,0.627,-0.007000000000000006,-0.5802,0.5634,False
openai_gpt-5,love,cambridge,sentiwordnet,unpredictability,0.346,0.537,-0.19100000000000006,-5.7999,0.0,True
openai_gpt-5,love,cambridge,sentiwordnet,valence,0.9024999999999999,0.9034999999999999,-0.0010000000000000009,-0.1966,0.8452,False
openai_gpt-5,optimism,cambridge,sentiwordnet,activity,0.4065,0.39624999999999994,0.010250000000000037,0.8726,0.386,False
openai_gpt-5,optimism,cambridge,sentiwordnet,arousal,0.48925,0.42125,0.068,6.4402,0.0,True
openai_gpt-5,optimism,cambridge,sentiwordnet,dominance,0.5845,0.5884999999999999,-0.0039999999999998925,-0.1713,0.8649,False
openai_gpt-5,optimism,cambridge,sentiwordnet,evaluation,0.8399999999999999,0.8390000000000001,0.0009999999999997788,0.1363,0.8919,False
openai_gpt-5,optimism,cambridge,sentiwordnet,pleasure,0.7775000000000001,0.7735000000000001,0.0040000000000000036,0.2736,0.7859,False
openai_gpt-5,optimism,cambridge,sentiwordnet,potency,0.6405000000000001,0.645,-0.0044999999999999485,-0.5089,0.6123,False
openai_gpt-5,optimism,cambridge,sentiwordnet,unpredictability,0.312,0.2825,0.029500000000000026,2.7324,0.0098,True
openai_gpt-5,optimism,cambridge,sentiwordnet,valence,0.8630000000000001,0.8554999999999999,0.007500000000000173,0.93,0.3583,False
openai_gpt-5,pensiveness,cambridge,sentiwordnet,activity,0.24299999999999997,0.279,-0.03600000000000006,-6.1997,0.0,True
openai_gpt-5,pensiveness,cambridge,sentiwordnet,arousal,0.2615,0.2915,-0.02999999999999997,-6.2959,0.0,True
openai_gpt-5,pensiveness,cambridge,sentiwordnet,dominance,-0.15050000000000002,-0.10350000000000001,-0.047000000000000014,-0.9759,0.3369,False
openai_gpt-5,pensiveness,cambridge,sentiwordnet,evaluation,-0.2125,-0.22424999999999998,0.011749999999999983,1.2362,0.2207,False
openai_gpt-5,pensiveness,cambridge,sentiwordnet,pleasure,-0.19900000000000004,-0.20500000000000002,0.005999999999999978,0.5857,0.5648,False
openai_gpt-5,pensiveness,cambridge,sentiwordnet,potency,0.3645,0.41425,-0.049750000000000016,-3.6965,0.0004,True
openai_gpt-5,pensiveness,cambridge,sentiwordnet,unpredictability,0.30600000000000005,0.29100000000000004,0.015000000000000013,2.5587,0.0146,True
openai_gpt-5,pensiveness,cambridge,sentiwordnet,valence,-0.20000000000000004,-0.203,0.002999999999999975,0.3056,0.7619,False
openai_gpt-5,rage,cambridge,sentiwordnet,activity,0.9275,0.91875,0.008750000000000036,2.6516,0.0097,True
openai_gpt-5,rage,cambridge,sentiwordnet,arousal,0.9545,0.94375,0.010750000000000037,4.83,0.0,True
openai_gpt-5,rage,cambridge,sentiwordnet,dominance,-0.0455,0.1265,-0.172,-1.286,0.2068,False
openai_gpt-5,rage,cambridge,sentiwordnet,evaluation,-0.92275,-0.915,-0.007749999999999924,-1.665,0.1,False
openai_gpt-5,rage,cambridge,sentiwordnet,pleasure,-0.9014999999999999,-0.9075,0.006000000000000116,1.1344,0.2638,False
openai_gpt-5,rage,cambridge,sentiwordnet,potency,0.9035,0.8825,0.02100000000000002,3.4542,0.0009,True
openai_gpt-5,rage,cambridge,sentiwordnet,unpredictability,0.843,0.807,0.03599999999999992,4.3158,0.0001,True
openai_gpt-5,rage,cambridge,sentiwordnet,valence,-0.9075,-0.899,-0.008499999999999952,-1.4788,0.148,False
openai_gpt-5,remorse,cambridge,sentiwordnet,activity,0.38249999999999995,0.41525,-0.03275000000000006,-4.3568,0.0,True
openai_gpt-5,remorse,cambridge,sentiwordnet,arousal,0.3655,0.4205,-0.05499999999999999,-9.1005,0.0,True
openai_gpt-5,remorse,cambridge,sentiwordnet,dominance,-0.5755,-0.6315,0.05599999999999994,3.5205,0.0012,True
openai_gpt-5,remorse,cambridge,sentiwordnet,evaluation,-0.76825,-0.8225,0.05425000000000002,6.5222,0.0,True
openai_gpt-5,remorse,cambridge,sentiwordnet,pleasure,-0.7675,-0.8030000000000003,0.03550000000000031,3.1012,0.0041,True
openai_gpt-5,remorse,cambridge,sentiwordnet,potency,0.24900000000000003,0.2425,0.0065000000000000335,1.003,0.319,False
openai_gpt-5,remorse,cambridge,sentiwordnet,unpredictability,0.3265,0.34550000000000003,-0.019000000000000017,-1.4646,0.1522,False
openai_gpt-5,remorse,cambridge,sentiwordnet,valence,-0.7530000000000001,-0.8215,0.0684999999999999,7.4559,0.0,True
openai_gpt-5,sadness,cambridge,sentiwordnet,activity,0.29525,0.3005,-0.005249999999999977,-1.2913,0.2008,False
openai_gpt-5,sadness,cambridge,sentiwordnet,arousal,0.26875,0.29125,-0.02250000000000002,-4.8427,0.0,True
openai_gpt-5,sadness,cambridge,sentiwordnet,dominance,-0.5819999999999999,-0.59,0.008000000000000118,0.3812,0.7051,False
openai_gpt-5,sadness,cambridge,sentiwordnet,evaluation,-0.7847500000000001,-0.76375,-0.02100000000000002,-2.5388,0.0132,True
openai_gpt-5,sadness,cambridge,sentiwordnet,pleasure,-0.7199999999999999,-0.7174999999999999,-0.0024999999999999467,-0.2216,0.8258,False
openai_gpt-5,sadness,cambridge,sentiwordnet,potency,0.24725000000000003,0.26025,-0.012999999999999956,-1.4841,0.1418,False
openai_gpt-5,sadness,cambridge,sentiwordnet,unpredictability,0.33949999999999997,0.35000000000000003,-0.010500000000000065,-1.1799,0.2454,False
openai_gpt-5,sadness,cambridge,sentiwordnet,valence,-0.7775000000000001,-0.7299999999999999,-0.04750000000000021,-4.1671,0.0002,True
openai_gpt-5,serenity,cambridge,sentiwordnet,activity,0.151,0.09,0.061,12.4984,0.0,True
openai_gpt-5,serenity,cambridge,sentiwordnet,arousal,0.14275,0.06675,0.07599999999999998,13.719,0.0,True
openai_gpt-5,serenity,cambridge,sentiwordnet,dominance,0.4875,0.5900000000000001,-0.10250000000000009,-3.1032,0.0036,True
openai_gpt-5,serenity,cambridge,sentiwordnet,evaluation,0.82775,0.7785,0.049250000000000016,5.0562,0.0,True
openai_gpt-5,serenity,cambridge,sentiwordnet,pleasure,0.78,0.6809999999999999,0.09900000000000009,5.7163,0.0,True
openai_gpt-5,serenity,cambridge,sentiwordnet,potency,0.56925,0.5822499999999999,-0.0129999999999999,-0.605,0.5471,False
openai_gpt-5,serenity,cambridge,sentiwordnet,unpredictability,0.18450000000000003,0.14500000000000002,0.03950000000000001,4.3457,0.0001,True
openai_gpt-5,serenity,cambridge,sentiwordnet,valence,0.8145,0.8055000000000001,0.008999999999999897,1.0304,0.3103,False
openai_gpt-5,submission,cambridge,sentiwordnet,activity,0.319,0.23125,0.08775,16.0902,0.0,True
openai_gpt-5,submission,cambridge,sentiwordnet,arousal,0.3375,0.2225,0.11500000000000002,20.9736,0.0,True
openai_gpt-5,submission,cambridge,sentiwordnet,dominance,-0.8215,-0.8150000000000001,-0.00649999999999995,-0.6355,0.5292,False
openai_gpt-5,submission,cambridge,sentiwordnet,evaluation,-0.37374999999999997,-0.2325,-0.14124999999999996,-11.4192,0.0,True
openai_gpt-5,submission,cambridge,sentiwordnet,pleasure,-0.28850000000000003,-0.14650000000000002,-0.14200000000000002,-4.7889,0.0,True
openai_gpt-5,submission,cambridge,sentiwordnet,potency,0.1585,0.14900000000000002,0.00949999999999998,1.4554,0.1496,False
openai_gpt-5,submission,cambridge,sentiwordnet,unpredictability,0.23899999999999996,0.22749999999999998,0.011499999999999982,1.304,0.2002,False
openai_gpt-5,submission,cambridge,sentiwordnet,valence,-0.41800000000000004,-0.21350000000000002,-0.20450000000000002,-12.3629,0.0,True
openai_gpt-5,surprise,cambridge,sentiwordnet,activity,0.757,0.8172499999999999,-0.060249999999999915,-6.3728,0.0,True
openai_gpt-5,surprise,cambridge,sentiwordnet,arousal,0.807,0.8324999999999999,-0.025499999999999856,-5.4311,0.0,True
openai_gpt-5,surprise,cambridge,sentiwordnet,dominance,-0.4600000000000001,-0.554,0.09399999999999997,4.181,0.0002,True
openai_gpt-5,surprise,cambridge,sentiwordnet,evaluation,0.0,0.0,0.0,,,False
openai_gpt-5,surprise,cambridge,sentiwordnet,pleasure,0.0,0.0,0.0,,,False
openai_gpt-5,surprise,cambridge,sentiwordnet,potency,0.3265,0.3155,0.01100000000000001,1.3746,0.1736,False
openai_gpt-5,surprise,cambridge,sentiwordnet,unpredictability,0.627,0.7835,-0.15649999999999997,-2.9561,0.0053,True
openai_gpt-5,surprise,cambridge,sentiwordnet,valence,0.0,0.0,0.0,,,False
openai_gpt-5,terror,cambridge,sentiwordnet,activity,0.93925,0.9329999999999998,0.0062500000000002,2.5042,0.0145,True
openai_gpt-5,terror,cambridge,sentiwordnet,arousal,0.9502500000000002,0.9460000000000001,0.004250000000000087,2.0271,0.0461,True
openai_gpt-5,terror,cambridge,sentiwordnet,dominance,-0.9059999999999999,-0.8899999999999999,-0.016000000000000014,-1.453,0.155,False
openai_gpt-5,terror,cambridge,sentiwordnet,evaluation,-0.94725,-0.952,0.004749999999999921,1.2874,0.2018,False
openai_gpt-5,terror,cambridge,sentiwordnet,pleasure,-0.9504999999999999,-0.9494999999999999,-0.0010000000000000009,-0.3987,0.6931,False
openai_gpt-5,terror,cambridge,sentiwordnet,potency,0.10674999999999998,0.11925,-0.012500000000000011,-1.9932,0.0498,True
openai_gpt-5,terror,cambridge,sentiwordnet,unpredictability,0.85,0.8605,-0.010500000000000065,-1.5475,0.1301,False
openai_gpt-5,terror,cambridge,sentiwordnet,valence,-0.9490000000000001,-0.9385,-0.010500000000000065,-2.6348,0.0148,True
openai_gpt-5,trust,cambridge,sentiwordnet,activity,0.27775,0.278,-0.000250000000000028,-0.0343,0.9727,False
openai_gpt-5,trust,cambridge,sentiwordnet,arousal,0.27549999999999997,0.30175,-0.02625000000000005,-4.1785,0.0001,True
openai_gpt-5,trust,cambridge,sentiwordnet,dominance,0.4245,0.281,0.14349999999999996,5.1921,0.0,True
openai_gpt-5,trust,cambridge,sentiwordnet,evaluation,0.7404999999999999,0.76,-0.019500000000000073,-2.393,0.0192,True
openai_gpt-5,trust,cambridge,sentiwordnet,pleasure,0.7119999999999999,0.6845,0.027499999999999858,2.1993,0.0341,True
openai_gpt-5,trust,cambridge,sentiwordnet,potency,0.46225000000000005,0.513,-0.05074999999999996,-2.8332,0.0059,True
openai_gpt-5,trust,cambridge,sentiwordnet,unpredictability,0.22400000000000006,0.20550000000000002,0.018500000000000044,2.0624,0.0464,True
openai_gpt-5,trust,cambridge,sentiwordnet,valence,0.7795,0.7645000000000001,0.014999999999999902,1.2899,0.2054,False
openai_gpt-5,vigilance,cambridge,sentiwordnet,activity,0.6535,0.6224999999999999,0.031000000000000028,4.8604,0.0,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,arousal,0.7115,0.693,0.018500000000000072,2.2685,0.0261,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,dominance,0.24300000000000005,0.4285,-0.18549999999999994,-3.9941,0.0005,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,evaluation,-0.34075,-0.26825,-0.07250000000000001,-5.6174,0.0,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,pleasure,-0.35500000000000004,-0.278,-0.07700000000000001,-4.3255,0.0001,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,potency,0.61375,0.6275000000000001,-0.01375000000000004,-1.3506,0.1813,False
openai_gpt-5,vigilance,cambridge,sentiwordnet,unpredictability,0.29150000000000004,0.2375,0.05400000000000005,5.7746,0.0,True
openai_gpt-5,vigilance,cambridge,sentiwordnet,valence,-0.3075,-0.22000000000000003,-0.08749999999999997,-4.8095,0.0,True
